id,station_id,time,PM25_Concentration,PM10_Concentration,NO2_Concentration,CO_Concentration,O3_Concentration,SO2_Concentration
2991151,yongdingmennei_aq,2018-05-08 12:00:00,30.0,73.0,51.0,0.5,115.0,6.0
2991152,xizhimenbei_aq,2018-05-08 12:00:00,35.0,120.0,93.0,0.8,95.0,7.0
2991153,nansanhuan_aq,2018-05-08 12:00:00,35.0,115.0,93.0,0.7,86.0,4.0
2991154,dongsihuan_aq,2018-05-08 12:00:00,33.0,90.0,73.0,0.8,98.0,8.0
2991176,dongsi_aq,2018-05-08 13:00:00,33.0,43.0,32.0,0.5,111.0,5.0
2991177,tiantan_aq,2018-05-08 13:00:00,39.0,77.0,29.0,0.6,99.0,6.0
2991178,guanyuan_aq,2018-05-08 13:00:00,30.0,67.0,33.0,0.5,122.0,5.0
2991179,wanshouxigong_aq,2018-05-08 13:00:00,55.0,,32.0,0.6,103.0,5.0
2991180,aotizhongxin_aq,2018-05-08 13:00:00,37.0,61.0,31.0,0.4,127.0,6.0
2991181,nongzhanguan_aq,2018-05-08 13:00:00,28.0,67.0,36.0,0.6,99.0,7.0
2991182,wanliu_aq,2018-05-08 13:00:00,34.0,82.0,60.0,0.7,112.0,6.0
2991183,beibuxinqu_aq,2018-05-08 13:00:00,30.0,,,0.6,131.0,6.0
2991184,zhiwuyuan_aq,2018-05-08 13:00:00,,,,,,
2991185,fengtaihuayuan_aq,2018-05-08 13:00:00,50.0,64.0,33.0,0.5,120.0,5.0
2991186,yungang_aq,2018-05-08 13:00:00,24.0,79.0,36.0,0.6,122.0,3.0
2991187,gucheng_aq,2018-05-08 13:00:00,39.0,66.0,39.0,0.6,119.0,4.0
2991188,fangshan_aq,2018-05-08 13:00:00,34.0,166.0,36.0,0.5,125.0,4.0
2991189,daxing_aq,2018-05-08 13:00:00,25.0,139.0,35.0,0.6,108.0,6.0
2991190,yizhuang_aq,2018-05-08 13:00:00,32.0,80.0,43.0,0.8,107.0,6.0
2991191,tongzhou_aq,2018-05-08 13:00:00,38.0,148.0,55.0,0.7,97.0,7.0
2991192,shunyi_aq,2018-05-08 13:00:00,38.0,140.0,47.0,0.9,115.0,12.0
2991193,pingchang_aq,2018-05-08 13:00:00,28.0,101.0,31.0,,117.0,
2991194,mentougou_aq,2018-05-08 13:00:00,38.0,97.0,47.0,0.6,141.0,7.0
2991195,pinggu_aq,2018-05-08 13:00:00,37.0,101.0,38.0,1.1,101.0,
2991196,huairou_aq,2018-05-08 13:00:00,54.0,133.0,39.0,0.9,105.0,8.0
2991197,miyun_aq,2018-05-08 13:00:00,42.0,93.0,32.0,0.8,141.0,8.0
2991198,yanqin_aq,2018-05-08 13:00:00,43.0,98.0,25.0,0.4,143.0,4.0
2991199,dingling_aq,2018-05-08 13:00:00,17.0,56.0,18.0,0.5,98.0,6.0
2991200,badaling_aq,2018-05-08 13:00:00,36.0,116.0,57.0,0.4,109.0,2.0
2991201,miyunshuiku_aq,2018-05-08 13:00:00,41.0,78.0,17.0,0.7,169.0,8.0
2991202,donggaocun_aq,2018-05-08 13:00:00,31.0,75.0,29.0,0.9,91.0,10.0
2991203,yongledian_aq,2018-05-08 13:00:00,43.0,100.0,50.0,0.5,105.0,6.0
2991204,yufa_aq,2018-05-08 13:00:00,29.0,112.0,24.0,0.4,109.0,6.0
2991205,liulihe_aq,2018-05-08 13:00:00,42.0,141.0,40.0,0.6,106.0,
2991206,qianmen_aq,2018-05-08 13:00:00,25.0,92.0,39.0,0.5,106.0,6.0
2991207,yongdingmennei_aq,2018-05-08 13:00:00,26.0,73.0,54.0,0.5,84.0,6.0
2991208,xizhimenbei_aq,2018-05-08 13:00:00,26.0,53.0,68.0,0.7,92.0,8.0
2991209,nansanhuan_aq,2018-05-08 13:00:00,30.0,111.0,81.0,0.7,73.0,5.0
2991210,dongsihuan_aq,2018-05-08 13:00:00,28.0,125.0,83.0,0.8,66.0,8.0
2991232,dongsi_aq,2018-05-08 14:00:00,31.0,65.0,37.0,0.5,99.0,6.0
2991233,tiantan_aq,2018-05-08 14:00:00,41.0,84.0,34.0,0.6,87.0,6.0
2991234,guanyuan_aq,2018-05-08 14:00:00,42.0,91.0,38.0,0.5,100.0,6.0
2991235,wanshouxigong_aq,2018-05-08 14:00:00,45.0,109.0,35.0,0.5,95.0,6.0
2991236,aotizhongxin_aq,2018-05-08 14:00:00,39.0,67.0,31.0,0.3,109.0,7.0
2991237,nongzhanguan_aq,2018-05-08 14:00:00,35.0,95.0,37.0,0.7,91.0,8.0
2991238,wanliu_aq,2018-05-08 14:00:00,27.0,69.0,44.0,0.6,106.0,7.0
2991239,beibuxinqu_aq,2018-05-08 14:00:00,26.0,,,0.5,104.0,5.0
2991240,zhiwuyuan_aq,2018-05-08 14:00:00,,,,,,
2991241,fengtaihuayuan_aq,2018-05-08 14:00:00,30.0,87.0,28.0,0.5,112.0,5.0
2991242,yungang_aq,2018-05-08 14:00:00,21.0,58.0,29.0,0.5,109.0,4.0
2991243,gucheng_aq,2018-05-08 14:00:00,36.0,39.0,34.0,0.5,98.0,4.0
2991244,fangshan_aq,2018-05-08 14:00:00,27.0,142.0,33.0,0.4,112.0,5.0
2991245,daxing_aq,2018-05-08 14:00:00,29.0,116.0,32.0,0.6,102.0,6.0
2991246,yizhuang_aq,2018-05-08 14:00:00,31.0,84.0,58.0,0.8,84.0,6.0
2991247,tongzhou_aq,2018-05-08 14:00:00,34.0,148.0,60.0,0.8,72.0,8.0
2991248,shunyi_aq,2018-05-08 14:00:00,38.0,149.0,58.0,0.9,94.0,11.0
2991249,pingchang_aq,2018-05-08 14:00:00,38.0,108.0,,0.6,,5.0
2991250,mentougou_aq,2018-05-08 14:00:00,35.0,116.0,53.0,0.5,101.0,6.0
2991251,pinggu_aq,2018-05-08 14:00:00,33.0,89.0,34.0,1.1,98.0,
2991252,huairou_aq,2018-05-08 14:00:00,46.0,104.0,43.0,0.9,85.0,7.0
2991253,miyun_aq,2018-05-08 14:00:00,38.0,101.0,40.0,0.8,120.0,9.0
2991254,yanqin_aq,2018-05-08 14:00:00,50.0,102.0,31.0,0.4,124.0,3.0
2991255,dingling_aq,2018-05-08 14:00:00,12.0,55.0,19.0,0.5,96.0,6.0
2991256,badaling_aq,2018-05-08 14:00:00,37.0,122.0,65.0,0.4,97.0,4.0
2991257,miyunshuiku_aq,2018-05-08 14:00:00,45.0,96.0,21.0,0.8,134.0,8.0
2991258,donggaocun_aq,2018-05-08 14:00:00,27.0,66.0,27.0,1.0,86.0,9.0
2991259,yongledian_aq,2018-05-08 14:00:00,43.0,73.0,48.0,0.6,90.0,6.0
2991260,yufa_aq,2018-05-08 14:00:00,27.0,88.0,24.0,0.5,98.0,6.0
2991261,liulihe_aq,2018-05-08 14:00:00,42.0,152.0,25.0,0.6,109.0,
2991262,qianmen_aq,2018-05-08 14:00:00,25.0,106.0,47.0,0.5,91.0,6.0
2991263,yongdingmennei_aq,2018-05-08 14:00:00,32.0,95.0,62.0,0.5,70.0,7.0
2991264,xizhimenbei_aq,2018-05-08 14:00:00,31.0,96.0,66.0,0.6,78.0,8.0
2991265,nansanhuan_aq,2018-05-08 14:00:00,32.0,107.0,77.0,0.7,66.0,5.0
2991266,dongsihuan_aq,2018-05-08 14:00:00,30.0,105.0,79.0,0.8,66.0,8.0
2991288,dongsi_aq,2018-05-08 15:00:00,35.0,64.0,39.0,0.4,85.0,6.0
2991289,tiantan_aq,2018-05-08 15:00:00,60.0,85.0,38.0,0.6,74.0,5.0
2991290,guanyuan_aq,2018-05-08 15:00:00,34.0,83.0,38.0,0.5,89.0,5.0
2991291,wanshouxigong_aq,2018-05-08 15:00:00,41.0,122.0,40.0,0.5,76.0,5.0
