id,station_id,time,weather,temperature,pressure,humidity,wind_direction,wind_speed
3389349,beijing_grid_024,2018-05-08 13:00:00,PARTLY_CLOUDY_NIGHT,19.0,954.8586,42.0,196.89,3.4
3389350,beijing_grid_025,2018-05-08 13:00:00,PARTLY_CLOUDY_NIGHT,20.1,937.582,45.0,187.65,3.52
3389351,beijing_grid_026,2018-05-08 13:00:00,PARTLY_CLOUDY_NIGHT,20.1,920.3053,48.0,179.24,3.73
3389352,beijing_grid_027,2018-05-08 13:00:00,PARTLY_CLOUDY_NIGHT,20.1,906.4658,52.0,174.92,4.84
3389353,beijing_grid_028,2018-05-08 13:00:00,PARTLY_CLOUDY_NIGHT,20.1,892.6263,55.0,172.22,5.96
3389354,beijing_grid_029,2018-05-08 13:00:00,PARTLY_CLOUDY_NIGHT,20.3,881.3932,57.0,168.46,7.17
3389355,beijing_grid_030,2018-05-08 13:00:00,PARTLY_CLOUDY_NIGHT,21.3,872.7666,56.0,164.21,8.49
3389356,beijing_grid_031,2018-05-08 13:00:00,PARTLY_CLOUDY_NIGHT,19.0,864.1399,56.0,161.12,9.84
3389357,beijing_grid_032,2018-05-08 13:00:00,PARTLY_CLOUDY_NIGHT,19.0,879.8388,50.0,151.59,10.73
3389358,beijing_grid_033,2018-05-08 13:00:00,PARTLY_CLOUDY_NIGHT,19.0,895.5376,43.0,143.7,11.87
3389359,beijing_grid_034,2018-05-08 13:00:00,PARTLY_CLOUDY_NIGHT,19.0,907.9176,38.0,133.36,12.92
3389360,beijing_grid_035,2018-05-08 13:00:00,PARTLY_CLOUDY_NIGHT,19.0,916.9786,35.0,121.09,14.26
3389361,beijing_grid_036,2018-05-08 13:00:00,PARTLY_CLOUDY_NIGHT,19.0,926.0397,31.0,111.29,16.14
3389362,beijing_grid_037,2018-05-08 13:00:00,PARTLY_CLOUDY_NIGHT,19.0,918.3719,30.0,108.49,16.67
3389363,beijing_grid_038,2018-05-08 13:00:00,PARTLY_CLOUDY_NIGHT,19.0,910.704,29.0,105.86,17.25
3389364,beijing_grid_039,2018-05-08 13:00:00,PARTLY_CLOUDY_NIGHT,19.0,898.8529,30.0,106.62,16.12
3389365,beijing_grid_040,2018-05-08 13:00:00,PARTLY_CLOUDY_NIGHT,12.0,882.8184,34.0,111.89,13.35
3389366,beijing_grid_041,2018-05-08 13:00:00,PARTLY_CLOUDY_NIGHT,12.0,866.7839,37.0,119.79,10.75
3389367,beijing_grid_042,2018-05-08 13:00:00,CLEAR_NIGHT,21.0,997.9382,36.0,181.86,4.76
3389368,beijing_grid_043,2018-05-08 13:00:00,CLEAR_NIGHT,21.0,990.9353,37.0,185.51,4.07
3389369,beijing_grid_044,2018-05-08 13:00:00,PARTLY_CLOUDY_NIGHT,21.0,983.9323,39.0,190.6,3.41
3389370,beijing_grid_045,2018-05-08 13:00:00,PARTLY_CLOUDY_NIGHT,19.0,971.7669,41.0,191.16,3.03
3389371,beijing_grid_046,2018-05-08 13:00:00,PARTLY_CLOUDY_NIGHT,19.0,954.439,43.0,185.24,2.92
3389372,beijing_grid_047,2018-05-08 13:00:00,PARTLY_CLOUDY_NIGHT,19.0,937.1111,46.0,178.91,2.84
3389373,beijing_grid_048,2018-05-08 13:00:00,PARTLY_CLOUDY_NIGHT,19.0,927.7829,49.0,177.75,3.94
3389374,beijing_grid_049,2018-05-08 13:00:00,CLEAR_NIGHT,19.0,918.4547,51.0,177.09,5.04
3389375,beijing_grid_050,2018-05-08 13:00:00,CLEAR_NIGHT,20.1,903.5467,54.0,173.32,6.15
3389376,beijing_grid_051,2018-05-08 13:00:00,PARTLY_CLOUDY_NIGHT,21.3,883.0589,56.0,167.92,7.34
3389377,beijing_grid_052,2018-05-08 13:00:00,PARTLY_CLOUDY_NIGHT,19.0,862.5711,58.0,164.05,8.57
3389378,beijing_grid_053,2018-05-08 13:00:00,PARTLY_CLOUDY_NIGHT,19.0,883.1885,51.0,151.4,9.5
3389379,beijing_grid_054,2018-05-08 13:00:00,CLEAR_NIGHT,19.0,903.8059,43.0,141.4,10.8
3389380,beijing_grid_055,2018-05-08 13:00:00,CLEAR_NIGHT,19.0,917.9126,38.0,130.36,12.01
3389381,beijing_grid_056,2018-05-08 13:00:00,PARTLY_CLOUDY_NIGHT,19.0,925.5084,34.0,118.34,13.39
3389382,beijing_grid_057,2018-05-08 13:00:00,PARTLY_CLOUDY_NIGHT,19.0,933.1043,30.0,108.9,15.25
3389383,beijing_grid_058,2018-05-08 13:00:00,PARTLY_CLOUDY_NIGHT,19.0,918.0158,30.0,106.29,15.54
3389384,beijing_grid_059,2018-05-08 13:00:00,PARTLY_CLOUDY_NIGHT,19.0,902.9274,30.0,103.78,15.87
3389385,beijing_grid_060,2018-05-08 13:00:00,PARTLY_CLOUDY_NIGHT,12.0,887.8207,32.0,104.52,14.78
3389386,beijing_grid_061,2018-05-08 13:00:00,PARTLY_CLOUDY_NIGHT,12.0,872.6958,36.0,109.59,12.32
3389387,beijing_grid_062,2018-05-08 13:00:00,PARTLY_CLOUDY_NIGHT,12.0,857.5709,39.0,117.11,10.0
3389388,beijing_grid_063,2018-05-08 13:00:00,CLEAR_NIGHT,21.0,1004.9296,34.0,169.51,5.91
3389389,beijing_grid_064,2018-05-08 13:00:00,CLEAR_NIGHT,21.0,1000.3886,35.0,172.17,4.85
3389390,beijing_grid_065,2018-05-08 13:00:00,PARTLY_CLOUDY_NIGHT,21.0,995.8476,37.0,176.29,3.81
3389391,beijing_grid_066,2018-05-08 13:00:00,PARTLY_CLOUDY_NIGHT,19.0,985.0423,39.0,179.3,3.1
3389392,beijing_grid_067,2018-05-08 13:00:00,PARTLY_CLOUDY_NIGHT,19.0,967.9725,42.0,179.24,2.71
3389393,beijing_grid_068,2018-05-08 13:00:00,PARTLY_CLOUDY_NIGHT,19.0,950.9028,45.0,179.16,2.31
3389394,beijing_grid_069,2018-05-08 13:00:00,PARTLY_CLOUDY_NIGHT,19.0,942.0553,47.0,182.49,3.34
3389395,beijing_grid_070,2018-05-08 13:00:00,CLEAR_NIGHT,19.0,933.2079,49.0,184.25,4.37
3389396,beijing_grid_071,2018-05-08 13:00:00,CLEAR_NIGHT,20.1,916.4952,52.0,180.2,5.41
3389397,beijing_grid_072,2018-05-08 13:00:00,PARTLY_CLOUDY_NIGHT,21.3,891.9174,55.0,173.21,6.52
3389398,beijing_grid_073,2018-05-08 13:00:00,PARTLY_CLOUDY_NIGHT,19.0,867.3396,58.0,168.32,7.7
3389399,beijing_grid_074,2018-05-08 13:00:00,CLEAR_NIGHT,19.0,889.6275,50.0,152.31,8.59
3389400,beijing_grid_075,2018-05-08 13:00:00,CLEAR_NIGHT,19.0,911.9154,43.0,140.06,10.01
3389401,beijing_grid_076,2018-05-08 13:00:00,CLEAR_NIGHT,19.0,924.7765,37.0,128.34,11.23
3389402,beijing_grid_077,2018-05-08 13:00:00,PARTLY_CLOUDY_NIGHT,19.0,927.3527,32.0,111.16,12.56
3389403,beijing_grid_078,2018-05-08 13:00:00,PARTLY_CLOUDY_NIGHT,19.0,931.6455,30.0,106.52,14.05
3389404,beijing_grid_079,2018-05-08 13:00:00,PARTLY_CLOUDY_NIGHT,19.0,913.8713,31.0,103.99,14.1
3389405,beijing_grid_080,2018-05-08 13:00:00,PARTLY_CLOUDY_NIGHT,19.0,896.0971,32.0,101.47,14.17
3389406,beijing_grid_081,2018-05-08 13:00:00,PARTLY_CLOUDY_NIGHT,12.0,880.1451,34.0,102.37,13.2
3389407,beijing_grid_082,2018-05-08 13:00:00,PARTLY_CLOUDY_NIGHT,12.0,866.0151,37.0,107.8,11.23
3389408,beijing_grid_083,2018-05-08 13:00:00,PARTLY_CLOUDY_NIGHT,12.0,851.8851,41.0,115.44,9.4
3389409,beijing_grid_084,2018-05-08 13:00:00,CLEAR_NIGHT,21.0,1010.0184,32.0,158.88,7.64
3389410,beijing_grid_085,2018-05-08 13:00:00,CLEAR_NIGHT,21.0,1007.1854,33.0,160.4,6.24
3389411,beijing_grid_086,2018-05-08 13:00:00,PARTLY_CLOUDY_NIGHT,19.0,1004.3523,34.0,162.79,4.86
3389412,beijing_grid_087,2018-05-08 13:00:00,PARTLY_CLOUDY_NIGHT,19.0,994.6847,37.0,166.36,3.75
3389413,beijing_grid_088,2018-05-08 13:00:00,PARTLY_CLOUDY_NIGHT,19.0,978.1826,40.0,171.43,2.93
3389414,beijing_grid_089,2018-05-08 13:00:00,PARTLY_CLOUDY_NIGHT,19.0,961.6804,43.0,180.29,2.15
3389415,beijing_grid_090,2018-05-08 13:00:00,PARTLY_CLOUDY_NIGHT,19.0,949.2831,46.0,188.86,3.06
3389416,beijing_grid_091,2018-05-08 13:00:00,PARTLY_CLOUDY_NIGHT,19.0,936.8857,48.0,193.43,4.01
3389417,beijing_grid_092,2018-05-08 13:00:00,PARTLY_CLOUDY_NIGHT,20.1,920.2388,51.0,188.92,4.97
3389418,beijing_grid_093,2018-05-08 13:00:00,PARTLY_CLOUDY_NIGHT,21.3,899.3422,53.0,179.89,6.06
3389419,beijing_grid_094,2018-05-08 13:00:00,PARTLY_CLOUDY_NIGHT,19.0,878.4456,56.0,173.71,7.25
3389420,beijing_grid_095,2018-05-08 13:00:00,CLEAR_NIGHT,19.0,899.1558,49.0,154.57,8.01
3389421,beijing_grid_096,2018-05-08 13:00:00,CLEAR_NIGHT,19.0,919.8659,41.0,140.04,9.48
3389422,beijing_grid_097,2018-05-08 13:00:00,CLEAR_NIGHT,19.0,928.5095,36.0,127.57,10.55
3389423,beijing_grid_098,2018-05-08 13:00:00,PARTLY_CLOUDY_NIGHT,19.0,925.0865,34.0,114.76,11.3
3389424,beijing_grid_099,2018-05-08 13:00:00,PARTLY_CLOUDY_NIGHT,19.0,921.6635,31.0,103.99,12.53
3389425,beijing_grid_100,2018-05-08 13:00:00,PARTLY_CLOUDY_NIGHT,19.0,905.9384,32.0,101.37,12.34
3389426,beijing_grid_101,2018-05-08 13:00:00,PARTLY_CLOUDY_NIGHT,12.0,890.2134,33.0,98.67,12.17
3389427,beijing_grid_102,2018-05-08 13:00:00,PARTLY_CLOUDY_NIGHT,12.0,875.826,35.0,100.04,11.39
3389428,beijing_grid_103,2018-05-08 13:00:00,PARTLY_CLOUDY_NIGHT,12.0,862.7762,39.0,106.64,10.08
3389429,beijing_grid_104,2018-05-08 13:00:00,PARTLY_CLOUDY_NIGHT,12.0,849.7265,43.0,115.08,8.94
3389430,beijing_grid_105,2018-05-08 13:00:00,CLEAR_NIGHT,20.0,1015.1072,29.0,152.31,9.53
3389431,beijing_grid_106,2018-05-08 13:00:00,CLEAR_NIGHT,20.0,1013.9821,31.0,153.12,7.8
3389432,beijing_grid_107,2018-05-08 13:00:00,PARTLY_CLOUDY_NIGHT,19.0,1012.857,32.0,154.38,6.08
3389433,beijing_grid_108,2018-05-08 13:00:00,PARTLY_CLOUDY_NIGHT,19.0,1004.3272,34.0,157.54,4.53
3389434,beijing_grid_109,2018-05-08 13:00:00,PARTLY_CLOUDY_NIGHT,19.0,988.3926,38.0,164.82,3.2
3389435,beijing_grid_110,2018-05-08 13:00:00,PARTLY_CLOUDY_NIGHT,19.0,972.458,42.0,181.61,1.99
3389436,beijing_grid_111,2018-05-08 13:00:00,PARTLY_CLOUDY_NIGHT,19.0,956.5108,45.0,196.38,2.83
3389437,beijing_grid_112,2018-05-08 13:00:00,PARTLY_CLOUDY_NIGHT,19.0,940.5636,48.0,204.1,3.77
3389438,beijing_grid_113,2018-05-08 13:00:00,PARTLY_CLOUDY_NIGHT,20.1,923.9823,50.0,199.02,4.67
3389439,beijing_grid_114,2018-05-08 13:00:00,PARTLY_CLOUDY_NIGHT,21.0,906.7669,52.0,187.55,5.69
3389440,beijing_grid_115,2018-05-08 13:00:00,PARTLY_CLOUDY_NIGHT,19.0,889.5515,53.0,179.77,6.87
3389441,beijing_grid_116,2018-05-08 13:00:00,CLEAR_NIGHT,19.0,908.684,47.0,157.17,7.45
3389442,beijing_grid_117,2018-05-08 13:00:00,CLEAR_NIGHT,19.0,927.8165,40.0,140.02,8.95
3389443,beijing_grid_118,2018-05-08 13:00:00,CLEAR_NIGHT,19.0,932.2425,36.0,126.7,9.87
3389444,beijing_grid_119,2018-05-08 13:00:00,PARTLY_CLOUDY_NIGHT,19.0,921.6446,34.0,112.42,9.88
3389445,beijing_grid_120,2018-05-08 13:00:00,PARTLY_CLOUDY_NIGHT,19.0,911.6815,32.0,100.77,11.04
3389446,beijing_grid_121,2018-05-08 13:00:00,PARTLY_CLOUDY_NIGHT,19.0,898.0056,33.0,97.89,10.61
3389447,beijing_grid_122,2018-05-08 13:00:00,PARTLY_CLOUDY_NIGHT,19.0,884.3296,34.0,94.77,10.21
3389448,beijing_grid_123,2018-05-08 13:00:00,PARTLY_CLOUDY_NIGHT,12.0,871.5069,37.0,96.83,9.61
3389449,beijing_grid_124,2018-05-08 13:00:00,PARTLY_CLOUDY_NIGHT,12.0,859.5374,40.0,105.19,8.93
3389450,beijing_grid_125,2018-05-08 13:00:00,PARTLY_CLOUDY_NIGHT,12.0,847.5679,44.0,114.67,8.47
3389451,beijing_grid_126,2018-05-08 13:00:00,CLEAR_NIGHT,20.0,1016.0446,28.0,147.96,11.27
3389452,beijing_grid_127,2018-05-08 13:00:00,CLEAR_NIGHT,20.0,1014.906,29.0,149.07,9.56
3389453,beijing_grid_128,2018-05-08 13:00:00,PARTLY_CLOUDY_NIGHT,20.0,1013.9062,30.0,150.18,8.16
3389454,beijing_grid_129,2018-05-08 13:00:00,PARTLY_CLOUDY_NIGHT,19.0,1007.5095,32.0,154.4,6.17
3389455,beijing_grid_130,2018-05-08 13:00:00,PARTLY_CLOUDY_NIGHT,19.0,996.1326,35.0,162.63,4.55
3389456,beijing_grid_131,2018-05-08 13:00:00,PARTLY_CLOUDY_NIGHT,21.0,984.7557,38.0,179.05,3.12
3389457,beijing_grid_132,2018-05-08 13:00:00,PARTLY_CLOUDY_NIGHT,21.0,966.0767,42.0,194.25,3.74
3389458,beijing_grid_133,2018-05-08 13:00:00,PARTLY_CLOUDY_NIGHT,21.0,947.3978,45.0,204.65,4.54
3389459,beijing_grid_134,2018-05-08 13:00:00,PARTLY_CLOUDY_NIGHT,21.0,931.9062,47.0,201.75,5.27
3389460,beijing_grid_135,2018-05-08 13:00:00,PARTLY_CLOUDY_NIGHT,22.1,919.602,48.0,190.5,6.03
3389461,beijing_grid_136,2018-05-08 13:00:00,PARTLY_CLOUDY_NIGHT,19.0,907.2977,49.0,182.01,6.97
3389462,beijing_grid_137,2018-05-08 13:00:00,CLEAR_NIGHT,19.0,917.7595,44.0,158.77,6.92
3389463,beijing_grid_138,2018-05-08 13:00:00,CLEAR_NIGHT,19.0,931.8006,37.0,131.97,8.38
3389464,beijing_grid_139,2018-05-08 13:00:00,CLEAR_NIGHT,19.0,929.0931,36.0,123.72,8.59
3389465,beijing_grid_140,2018-05-08 13:00:00,PARTLY_CLOUDY_NIGHT,19.0,920.3752,35.0,109.67,8.66
3389466,beijing_grid_141,2018-05-08 13:00:00,PARTLY_CLOUDY_NIGHT,19.0,911.6572,33.0,96.61,9.23
3389467,beijing_grid_142,2018-05-08 13:00:00,PARTLY_CLOUDY_NIGHT,19.0,900.8934,34.0,94.26,8.93
3389468,beijing_grid_143,2018-05-08 13:00:00,PARTLY_CLOUDY_NIGHT,19.0,890.1296,34.0,91.74,8.65
3389469,beijing_grid_144,2018-05-08 13:00:00,PARTLY_CLOUDY_NIGHT,16.0,880.3658,36.0,94.77,8.23
3389470,beijing_grid_145,2018-05-08 13:00:00,PARTLY_CLOUDY_NIGHT,16.0,871.6022,39.0,104.28,7.81
3389471,beijing_grid_146,2018-05-08 13:00:00,PARTLY_CLOUDY_NIGHT,16.0,862.8385,42.0,114.56,7.62
3389472,beijing_grid_147,2018-05-08 13:00:00,CLEAR_NIGHT,20.0,1016.9821,26.0,144.79,13.06
3389473,beijing_grid_148,2018-05-08 13:00:00,CLEAR_NIGHT,20.0,1015.8298,27.0,146.29,11.36
3389474,beijing_grid_149,2018-05-08 13:00:00,PARTLY_CLOUDY_NIGHT,20.0,1014.6775,28.0,148.32,9.66
3389475,beijing_grid_150,2018-05-08 13:00:00,PARTLY_CLOUDY_NIGHT,21.0,1010.6918,30.0,152.58,7.82
3389476,beijing_grid_151,2018-05-08 13:00:00,PARTLY_CLOUDY_NIGHT,21.0,1003.8726,32.0,161.44,5.91
3389477,beijing_grid_152,2018-05-08 13:00:00,PARTLY_CLOUDY_NIGHT,21.0,997.0534,35.0,177.85,4.26
3389478,beijing_grid_153,2018-05-08 13:00:00,PARTLY_CLOUDY_NIGHT,21.0,975.6427,38.0,192.96,4.65
3389479,beijing_grid_154,2018-05-08 13:00:00,PARTLY_CLOUDY_NIGHT,21.0,950.7166,42.0,208.2,5.83
3389480,beijing_grid_155,2018-05-08 13:00:00,PARTLY_CLOUDY_NIGHT,21.0,939.8301,44.0,203.93,5.87
3389481,beijing_grid_156,2018-05-08 13:00:00,PARTLY_CLOUDY_NIGHT,22.1,932.437,44.0,193.13,6.38
3389482,beijing_grid_157,2018-05-08 13:00:00,CLEAR_NIGHT,22.1,925.0439,45.0,184.19,7.08
3389483,beijing_grid_158,2018-05-08 13:00:00,CLEAR_NIGHT,19.0,926.8349,42.0,160.63,6.41
3389484,beijing_grid_159,2018-05-08 13:00:00,CLEAR_NIGHT,19.0,928.626,38.0,136.55,6.93
3389485,beijing_grid_160,2018-05-08 13:00:00,PARTLY_CLOUDY_NIGHT,19.0,925.9438,36.0,119.7,7.33
3389486,beijing_grid_161,2018-05-08 13:00:00,PARTLY_CLOUDY_NIGHT,19.0,918.7883,35.0,104.93,7.17
3389487,beijing_grid_162,2018-05-08 13:00:00,PARTLY_CLOUDY_NIGHT,19.0,911.6329,34.0,90.47,7.48
3389488,beijing_grid_163,2018-05-08 13:00:00,PARTLY_CLOUDY_NIGHT,19.0,903.7812,34.0,88.97,7.3
3389489,beijing_grid_164,2018-05-08 13:00:00,PARTLY_CLOUDY_NIGHT,16.0,895.9296,35.0,87.4,7.13
3389490,beijing_grid_165,2018-05-08 13:00:00,PARTLY_CLOUDY_NIGHT,16.0,889.2248,36.0,91.87,6.86
3389491,beijing_grid_166,2018-05-08 13:00:00,PARTLY_CLOUDY_NIGHT,16.0,883.6669,38.0,103.07,6.68
3389492,beijing_grid_167,2018-05-08 13:00:00,PARTLY_CLOUDY_NIGHT,16.0,878.109,40.0,114.42,6.77
3389493,beijing_grid_168,2018-05-08 13:00:00,CLEAR_NIGHT,20.0,1017.5329,24.0,142.97,14.57
3389494,beijing_grid_169,2018-05-08 13:00:00,CLEAR_NIGHT,20.0,1016.2101,25.0,145.7,12.87
3389495,beijing_grid_170,2018-05-08 13:00:00,PARTLY_CLOUDY_NIGHT,20.0,1015.4056,26.0,147.47,11.41
3389496,beijing_grid_171,2018-05-08 13:00:00,PARTLY_CLOUDY_NIGHT,20.0,1013.014,28.0,152.13,9.57
3389497,beijing_grid_172,2018-05-08 13:00:00,PARTLY_CLOUDY_NIGHT,21.0,1009.2946,30.0,160.92,7.57
3389498,beijing_grid_173,2018-05-08 13:00:00,PARTLY_CLOUDY_NIGHT,21.0,1005.5751,32.0,175.36,5.87
3389499,beijing_grid_174,2018-05-08 13:00:00,PARTLY_CLOUDY_NIGHT,21.0,985.9807,35.0,188.61,6.03
3389500,beijing_grid_175,2018-05-08 13:00:00,PARTLY_CLOUDY_NIGHT,21.0,966.3863,38.0,200.55,6.5
3389501,beijing_grid_176,2018-05-08 13:00:00,PARTLY_CLOUDY_NIGHT,21.0,953.3388,40.0,201.41,6.8
3389502,beijing_grid_177,2018-05-08 13:00:00,PARTLY_CLOUDY_NIGHT,21.0,946.8383,40.0,192.66,6.89
3389503,beijing_grid_178,2018-05-08 13:00:00,CLEAR_NIGHT,21.0,940.3377,40.0,184.32,7.12
3389504,beijing_grid_179,2018-05-08 13:00:00,CLEAR_NIGHT,21.0,937.2983,39.0,161.16,6.03
3389505,beijing_grid_180,2018-05-08 13:00:00,CLEAR_NIGHT,18.0,934.2589,37.0,134.19,6.18
3389506,beijing_grid_181,2018-05-08 13:00:00,PARTLY_CLOUDY_NIGHT,18.0,929.862,36.0,115.41,6.45
3389507,beijing_grid_182,2018-05-08 13:00:00,PARTLY_CLOUDY_NIGHT,18.0,924.1076,35.0,100.11,6.24
3389508,beijing_grid_183,2018-05-08 13:00:00,PARTLY_CLOUDY_NIGHT,18.0,918.3533,35.0,84.89,6.49
3389509,beijing_grid_184,2018-05-08 13:00:00,PARTLY_CLOUDY_NIGHT,18.0,910.5703,35.0,84.23,6.2
3389510,beijing_grid_185,2018-05-08 13:00:00,PARTLY_CLOUDY_NIGHT,16.0,902.7874,35.0,83.5,5.91
3389511,beijing_grid_186,2018-05-08 13:00:00,PARTLY_CLOUDY_NIGHT,16.0,896.7711,36.0,89.04,5.62
3389512,beijing_grid_187,2018-05-08 13:00:00,PARTLY_CLOUDY_NIGHT,16.0,893.3296,38.0,103.47,5.17
3389513,beijing_grid_188,2018-05-08 13:00:00,PARTLY_CLOUDY_NIGHT,16.0,888.2719,39.0,113.8,5.69
3389514,beijing_grid_189,2018-05-08 13:00:00,CLEAR_NIGHT,20.0,1017.6969,23.0,141.99,15.78
3389515,beijing_grid_190,2018-05-08 13:00:00,CLEAR_NIGHT,20.0,1016.8242,24.0,144.49,14.42
3389516,beijing_grid_191,2018-05-08 13:00:00,PARTLY_CLOUDY_NIGHT,20.0,1015.9514,25.0,147.5,13.09
3389517,beijing_grid_192,2018-05-08 13:00:00,PARTLY_CLOUDY_NIGHT,20.0,1014.4762,26.0,152.43,11.43
3389518,beijing_grid_193,2018-05-08 13:00:00,PARTLY_CLOUDY_NIGHT,20.0,1012.3986,27.0,160.77,9.54
3389519,beijing_grid_194,2018-05-08 13:00:00,PARTLY_CLOUDY_NIGHT,21.0,1010.321,29.0,172.8,7.95
3389520,beijing_grid_195,2018-05-08 13:00:00,PARTLY_CLOUDY_NIGHT,21.0,997.0908,30.0,183.62,7.93
3389521,beijing_grid_196,2018-05-08 13:00:00,PARTLY_CLOUDY_NIGHT,21.0,983.8606,32.0,194.1,8.2
3389522,beijing_grid_197,2018-05-08 13:00:00,PARTLY_CLOUDY_NIGHT,21.0,972.4323,33.0,196.15,8.11
3389523,beijing_grid_198,2018-05-08 13:00:00,CLEAR_NIGHT,21.0,961.0711,35.0,186.33,7.41
3389524,beijing_grid_199,2018-05-08 13:00:00,CLEAR_NIGHT,21.0,953.1792,36.0,182.44,7.1
3389525,beijing_grid_200,2018-05-08 13:00:00,CLEAR_NIGHT,21.0,949.1496,36.0,160.05,5.78
3389526,beijing_grid_201,2018-05-08 13:00:00,PARTLY_CLOUDY_NIGHT,18.0,945.12,35.0,131.57,5.67
3389527,beijing_grid_202,2018-05-08 13:00:00,PARTLY_CLOUDY_NIGHT,18.0,940.8478,35.0,111.49,5.94
3389528,beijing_grid_203,2018-05-08 13:00:00,PARTLY_CLOUDY_NIGHT,18.0,936.3331,35.0,96.49,5.85
3389529,beijing_grid_204,2018-05-08 13:00:00,PARTLY_CLOUDY_NIGHT,18.0,931.8184,35.0,82.04,6.16
3389530,beijing_grid_205,2018-05-08 13:00:00,PARTLY_CLOUDY_NIGHT,18.0,921.2607,35.0,81.59,5.56
3389531,beijing_grid_206,2018-05-08 13:00:00,PARTLY_CLOUDY_NIGHT,16.0,910.703,35.0,81.02,4.95
3389532,beijing_grid_207,2018-05-08 13:00:00,PARTLY_CLOUDY_NIGHT,16.0,903.0047,36.0,86.54,4.49
3389533,beijing_grid_208,2018-05-08 13:00:00,PARTLY_CLOUDY_NIGHT,16.0,898.166,38.0,99.23,4.32
3389534,beijing_grid_209,2018-05-08 13:00:00,PARTLY_CLOUDY_NIGHT,16.0,893.3272,40.0,112.25,4.38
3389535,beijing_grid_210,2018-05-08 13:00:00,CLEAR_NIGHT,20.0,1017.861,22.0,141.16,16.99
3389536,beijing_grid_211,2018-05-08 13:00:00,CLEAR_NIGHT,20.0,1017.0068,22.0,145.72,15.61
3389537,beijing_grid_212,2018-05-08 13:00:00,PARTLY_CLOUDY_NIGHT,20.0,1016.4972,23.0,147.52,14.77
3389538,beijing_grid_213,2018-05-08 13:00:00,PARTLY_CLOUDY_NIGHT,20.0,1015.9384,24.0,152.64,13.29
3389539,beijing_grid_214,2018-05-08 13:00:00,PARTLY_CLOUDY_NIGHT,21.0,1015.5026,25.0,160.66,11.51
3389540,beijing_grid_215,2018-05-08 13:00:00,PARTLY_CLOUDY_NIGHT,21.0,1015.0669,26.0,171.31,10.04
