id,station_id,time,weather,temperature,pressure,humidity,wind_direction,wind_speed
3365518,london_grid_069,2018-05-07 21:00:00,CLEAR_NIGHT,14.53,1004.191,89.0,232.68,5.93
3365519,london_grid_070,2018-05-07 21:00:00,CLEAR_NIGHT,14.96,1001.1139,91.0,230.28,7.31
3365520,london_grid_071,2018-05-07 21:00:00,CLEAR_NIGHT,15.35,999.2803,92.0,229.7,8.19
3365521,london_grid_072,2018-05-07 21:00:00,CLEAR_NIGHT,15.7,998.6902,92.0,230.27,8.57
3365522,london_grid_073,2018-05-07 21:00:00,CLEAR_NIGHT,16.05,998.1001,93.0,230.79,8.95
3365523,london_grid_074,2018-05-07 21:00:00,CLEAR_NIGHT,16.06,999.599,91.0,225.22,7.45
3365524,london_grid_075,2018-05-07 21:00:00,CLEAR_NIGHT,16.08,1001.0979,90.0,217.0,6.06
3365525,london_grid_076,2018-05-07 21:00:00,CLEAR_NIGHT,16.02,1001.0179,89.0,198.5,4.82
3365526,london_grid_077,2018-05-07 21:00:00,CLEAR_NIGHT,15.88,999.359,88.0,166.47,4.56
3365527,london_grid_078,2018-05-07 21:00:00,CLEAR_NIGHT,15.74,997.7001,87.0,139.57,5.65
3365528,london_grid_079,2018-05-07 21:00:00,CLEAR_NIGHT,16.07,1000.3689,87.0,136.34,6.64
3365529,london_grid_080,2018-05-07 21:00:00,CLEAR_NIGHT,16.4,1003.0378,86.0,133.95,7.64
3365530,london_grid_081,2018-05-07 21:00:00,CLEAR_NIGHT,16.91,1003.8,85.0,135.7,8.06
3365531,london_grid_082,2018-05-07 21:00:00,CLEAR_NIGHT,17.61,1002.6557,82.0,141.28,7.96
3365532,london_grid_083,2018-05-07 21:00:00,CLEAR_NIGHT,18.31,1001.5114,80.0,146.94,7.93
3365533,london_grid_084,2018-05-07 21:00:00,CLEAR_NIGHT,14.25,1014.9514,78.0,10.94,1.71
3365534,london_grid_085,2018-05-07 21:00:00,CLEAR_NIGHT,13.96,1014.1603,79.0,335.27,1.13
3365535,london_grid_086,2018-05-07 21:00:00,CLEAR_NIGHT,13.67,1013.3693,80.0,286.36,1.32
3365536,london_grid_087,2018-05-07 21:00:00,CLEAR_NIGHT,13.67,1011.9965,81.0,256.29,2.07
3365537,london_grid_088,2018-05-07 21:00:00,CLEAR_NIGHT,13.96,1010.0419,83.0,239.88,3.12
3365538,london_grid_089,2018-05-07 21:00:00,CLEAR_NIGHT,14.24,1008.0874,85.0,232.04,4.29
3365539,london_grid_090,2018-05-07 21:00:00,CLEAR_NIGHT,14.59,1004.8592,88.0,228.64,5.82
3365540,london_grid_091,2018-05-07 21:00:00,CLEAR_NIGHT,14.93,1001.631,91.0,226.65,7.36
3365541,london_grid_092,2018-05-07 21:00:00,CLEAR_NIGHT,15.26,999.6438,92.0,225.72,8.32
3365542,london_grid_093,2018-05-07 21:00:00,CLEAR_NIGHT,15.59,998.8976,92.0,225.3,8.69
3365543,london_grid_094,2018-05-07 21:00:00,CLEAR_NIGHT,15.91,998.1514,93.0,224.91,9.06
3365544,london_grid_095,2018-05-07 21:00:00,CLEAR_NIGHT,15.94,1000.1136,91.0,216.96,7.48
3365545,london_grid_096,2018-05-07 21:00:00,CLEAR_NIGHT,15.96,1002.0758,89.0,205.14,6.12
3365546,london_grid_097,2018-05-07 21:00:00,CLEAR_NIGHT,15.9,1002.0598,88.0,183.3,5.21
3365547,london_grid_098,2018-05-07 21:00:00,CLEAR_NIGHT,15.76,1000.0656,87.0,154.26,5.52
3365548,london_grid_099,2018-05-07 21:00:00,CLEAR_NIGHT,15.62,998.0714,87.0,132.92,6.95
3365549,london_grid_100,2018-05-07 21:00:00,CLEAR_NIGHT,15.92,1000.497,86.0,131.29,7.83
3365550,london_grid_101,2018-05-07 21:00:00,CLEAR_NIGHT,16.21,1002.9226,86.0,129.98,8.7
3365551,london_grid_102,2018-05-07 21:00:00,CLEAR_NIGHT,16.59,1003.8205,85.0,131.98,9.0
3365552,london_grid_103,2018-05-07 21:00:00,CLEAR_NIGHT,17.05,1003.1907,84.0,137.32,8.78
3365553,london_grid_104,2018-05-07 21:00:00,CLEAR_NIGHT,17.51,1002.561,84.0,142.88,8.63
3365554,london_grid_105,2018-05-07 21:00:00,CLEAR_NIGHT,14.26,1014.7466,79.0,31.56,1.58
3365555,london_grid_106,2018-05-07 21:00:00,CLEAR_NIGHT,13.98,1013.889,79.0,4.94,0.76
3365556,london_grid_107,2018-05-07 21:00:00,CLEAR_NIGHT,13.7,1013.0314,80.0,283.59,0.72
3365557,london_grid_108,2018-05-07 21:00:00,CLEAR_NIGHT,13.72,1011.8634,81.0,245.84,1.59
3365558,london_grid_109,2018-05-07 21:00:00,CLEAR_NIGHT,14.06,1010.385,83.0,232.28,2.78
3365559,london_grid_110,2018-05-07 21:00:00,CLEAR_NIGHT,14.4,1008.9066,84.0,226.97,4.04
3365560,london_grid_111,2018-05-07 21:00:00,CLEAR_NIGHT,14.64,1005.5274,87.0,224.46,5.74
3365561,london_grid_112,2018-05-07 21:00:00,CLEAR_NIGHT,14.89,1002.1482,90.0,223.09,7.44
3365562,london_grid_113,2018-05-07 21:00:00,CLEAR_NIGHT,15.17,1000.0074,92.0,221.88,8.49
3365563,london_grid_114,2018-05-07 21:00:00,CLEAR_NIGHT,15.47,999.105,92.0,220.5,8.88
3365564,london_grid_115,2018-05-07 21:00:00,CLEAR_NIGHT,15.78,998.2026,92.0,219.24,9.27
3365565,london_grid_116,2018-05-07 21:00:00,CLEAR_NIGHT,15.81,1000.6282,91.0,208.93,7.66
3365566,london_grid_117,2018-05-07 21:00:00,CLEAR_NIGHT,15.84,1003.0538,89.0,193.94,6.42
3365567,london_grid_118,2018-05-07 21:00:00,CLEAR_NIGHT,15.79,1003.1018,88.0,170.94,5.9
3365568,london_grid_119,2018-05-07 21:00:00,CLEAR_NIGHT,15.65,1000.7722,87.0,145.89,6.64
3365569,london_grid_120,2018-05-07 21:00:00,CLEAR_NIGHT,15.51,998.4426,86.0,128.41,8.32
3365570,london_grid_121,2018-05-07 21:00:00,CLEAR_NIGHT,15.76,1000.625,86.0,127.59,9.06
3365571,london_grid_122,2018-05-07 21:00:00,CLEAR_NIGHT,16.02,1002.8074,85.0,126.89,9.81
3365572,london_grid_123,2018-05-07 21:00:00,CLEAR_NIGHT,16.26,1003.841,85.0,128.98,9.98
3365573,london_grid_124,2018-05-07 21:00:00,CLEAR_NIGHT,16.48,1003.7258,87.0,134.04,9.63
3365574,london_grid_125,2018-05-07 21:00:00,CLEAR_NIGHT,16.71,1003.6105,88.0,139.45,9.36
3365575,london_grid_126,2018-05-07 21:00:00,CLEAR_NIGHT,14.29,1014.6954,79.0,54.4,1.8
3365576,london_grid_127,2018-05-07 21:00:00,CLEAR_NIGHT,14.06,1014.0144,79.0,50.45,0.86
3365577,london_grid_128,2018-05-07 21:00:00,CLEAR_NIGHT,13.84,1013.3335,80.0,290.8,0.14
3365578,london_grid_129,2018-05-07 21:00:00,CLEAR_NIGHT,13.83,1011.9811,81.0,232.84,1.2
3365579,london_grid_130,2018-05-07 21:00:00,CLEAR_NIGHT,14.04,1009.9574,83.0,225.43,2.53
3365580,london_grid_131,2018-05-07 21:00:00,CLEAR_NIGHT,14.24,1007.9337,85.0,223.14,3.87
3365581,london_grid_132,2018-05-07 21:00:00,CLEAR_NIGHT,14.53,1005.0998,88.0,221.21,5.69
3365582,london_grid_133,2018-05-07 21:00:00,CLEAR_NIGHT,14.82,1002.2659,90.0,220.21,7.51
3365583,london_grid_134,2018-05-07 21:00:00,CLEAR_NIGHT,15.13,1000.6307,92.0,218.58,8.61
3365584,london_grid_135,2018-05-07 21:00:00,CLEAR_NIGHT,15.45,1000.1942,92.0,216.14,8.99
3365585,london_grid_136,2018-05-07 21:00:00,CLEAR_NIGHT,15.76,999.7578,92.0,213.9,9.38
3365586,london_grid_137,2018-05-07 21:00:00,CLEAR_NIGHT,15.77,1001.8736,90.0,201.51,7.87
3365587,london_grid_138,2018-05-07 21:00:00,CLEAR_NIGHT,15.78,1003.9895,88.0,184.45,6.87
3365588,london_grid_139,2018-05-07 21:00:00,CLEAR_NIGHT,15.71,1003.9466,87.0,162.76,6.7
3365589,london_grid_140,2018-05-07 21:00:00,CLEAR_NIGHT,15.55,1001.745,86.0,141.97,7.59
3365590,london_grid_141,2018-05-07 21:00:00,CLEAR_NIGHT,15.4,999.5434,85.0,127.02,9.23
3365591,london_grid_142,2018-05-07 21:00:00,CLEAR_NIGHT,15.55,1000.5917,85.0,126.84,9.81
3365592,london_grid_143,2018-05-07 21:00:00,CLEAR_NIGHT,15.71,1001.64,85.0,126.67,10.39
3365593,london_grid_144,2018-05-07 21:00:00,CLEAR_NIGHT,15.92,1002.3856,86.0,128.89,10.44
3365594,london_grid_145,2018-05-07 21:00:00,CLEAR_NIGHT,16.21,1002.8285,87.0,133.78,10.01
3365595,london_grid_146,2018-05-07 21:00:00,CLEAR_NIGHT,16.49,1003.2714,88.0,139.06,9.66
3365596,london_grid_147,2018-05-07 21:00:00,CLEAR_NIGHT,14.33,1014.6442,79.0,70.44,2.22
3365597,london_grid_148,2018-05-07 21:00:00,CLEAR_NIGHT,14.15,1014.1399,80.0,75.0,1.31
3365598,london_grid_149,2018-05-07 21:00:00,CLEAR_NIGHT,13.97,1013.6356,81.0,98.89,0.44
3365599,london_grid_150,2018-05-07 21:00:00,CLEAR_NIGHT,13.93,1012.0989,82.0,209.87,0.92
3365600,london_grid_151,2018-05-07 21:00:00,CLEAR_NIGHT,14.01,1009.5299,84.0,217.19,2.32
3365601,london_grid_152,2018-05-07 21:00:00,CLEAR_NIGHT,14.09,1006.9609,86.0,218.99,3.73
3365602,london_grid_153,2018-05-07 21:00:00,CLEAR_NIGHT,14.42,1004.6723,88.0,217.92,5.66
3365603,london_grid_154,2018-05-07 21:00:00,CLEAR_NIGHT,14.76,1002.3837,91.0,217.4,7.6
3365604,london_grid_155,2018-05-07 21:00:00,CLEAR_NIGHT,15.09,1001.2541,92.0,215.37,8.75
3365605,london_grid_156,2018-05-07 21:00:00,CLEAR_NIGHT,15.42,1001.2835,92.0,211.9,9.15
3365606,london_grid_157,2018-05-07 21:00:00,CLEAR_NIGHT,15.75,1001.313,92.0,208.73,9.57
3365607,london_grid_158,2018-05-07 21:00:00,CLEAR_NIGHT,15.73,1003.119,90.0,194.56,8.19
3365608,london_grid_159,2018-05-07 21:00:00,CLEAR_NIGHT,15.71,1004.9251,88.0,176.32,7.48
3365609,london_grid_160,2018-05-07 21:00:00,CLEAR_NIGHT,15.62,1004.7914,86.0,156.43,7.61
3365610,london_grid_161,2018-05-07 21:00:00,CLEAR_NIGHT,15.46,1002.7178,84.0,138.93,8.57
3365611,london_grid_162,2018-05-07 21:00:00,CLEAR_NIGHT,15.3,1000.6441,83.0,125.89,10.14
3365612,london_grid_163,2018-05-07 21:00:00,CLEAR_NIGHT,15.35,1000.5584,84.0,126.19,10.56
3365613,london_grid_164,2018-05-07 21:00:00,CLEAR_NIGHT,15.39,1000.4727,85.0,126.48,10.98
3365614,london_grid_165,2018-05-07 21:00:00,CLEAR_NIGHT,15.59,1000.9303,86.0,128.81,10.91
3365615,london_grid_166,2018-05-07 21:00:00,CLEAR_NIGHT,15.93,1001.9312,87.0,133.53,10.39
3365616,london_grid_167,2018-05-07 21:00:00,CLEAR_NIGHT,16.27,1002.9322,88.0,138.71,9.96
3365617,london_grid_168,2018-05-07 21:00:00,CLEAR_NIGHT,14.38,1014.705,79.0,81.24,2.86
3365618,london_grid_169,2018-05-07 21:00:00,CLEAR_NIGHT,14.24,1014.3453,80.0,86.04,1.92
3365619,london_grid_170,2018-05-07 21:00:00,CLEAR_NIGHT,14.1,1013.9856,81.0,99.5,1.03
3365620,london_grid_171,2018-05-07 21:00:00,CLEAR_NIGHT,14.01,1012.1879,83.0,177.6,0.84
3365621,london_grid_172,2018-05-07 21:00:00,CLEAR_NIGHT,13.99,1008.952,85.0,208.39,2.14
3365622,london_grid_173,2018-05-07 21:00:00,CLEAR_NIGHT,13.96,1005.7161,87.0,215.3,3.59
3365623,london_grid_174,2018-05-07 21:00:00,CLEAR_NIGHT,14.35,1004.0675,89.0,215.22,5.59
3365624,london_grid_175,2018-05-07 21:00:00,CLEAR_NIGHT,14.73,1002.4189,91.0,215.17,7.6
3365625,london_grid_176,2018-05-07 21:00:00,CLEAR_NIGHT,15.1,1001.8275,92.0,212.79,8.77
3365626,london_grid_177,2018-05-07 21:00:00,CLEAR_NIGHT,15.44,1002.2934,92.0,208.33,9.16
3365627,london_grid_178,2018-05-07 21:00:00,CLEAR_NIGHT,15.78,1002.7593,91.0,204.26,9.6
3365628,london_grid_179,2018-05-07 21:00:00,CLEAR_NIGHT,15.73,1003.9485,89.0,188.74,8.43
3365629,london_grid_180,2018-05-07 21:00:00,CLEAR_NIGHT,15.68,1005.1376,87.0,170.08,8.03
3365630,london_grid_181,2018-05-07 21:00:00,CLEAR_NIGHT,15.56,1004.9533,85.0,152.12,8.4
3365631,london_grid_182,2018-05-07 21:00:00,CLEAR_NIGHT,15.39,1003.3955,83.0,137.26,9.37
3365632,london_grid_183,2018-05-07 21:00:00,CLEAR_NIGHT,15.22,1001.8377,81.0,125.79,10.83
3365633,london_grid_184,2018-05-07 21:00:00,CLEAR_NIGHT,15.19,1001.0762,83.0,126.5,11.08
3365634,london_grid_185,2018-05-07 21:00:00,CLEAR_NIGHT,15.17,1000.3146,85.0,127.18,11.33
3365635,london_grid_186,2018-05-07 21:00:00,CLEAR_NIGHT,15.33,1000.4247,86.0,129.65,11.16
3365636,london_grid_187,2018-05-07 21:00:00,CLEAR_NIGHT,15.69,1001.4064,88.0,134.29,10.62
3365637,london_grid_188,2018-05-07 21:00:00,CLEAR_NIGHT,16.04,1002.3882,89.0,139.38,10.16
3365638,london_grid_189,2018-05-07 21:00:00,CLEAR_NIGHT,14.45,1014.8778,79.0,88.14,3.65
3365639,london_grid_190,2018-05-07 21:00:00,CLEAR_NIGHT,14.33,1014.6307,80.0,91.5,2.63
3365640,london_grid_191,2018-05-07 21:00:00,CLEAR_NIGHT,14.21,1014.3837,82.0,99.0,1.64
3365641,london_grid_192,2018-05-07 21:00:00,CLEAR_NIGHT,14.09,1012.248,84.0,148.81,1.01
3365642,london_grid_193,2018-05-07 21:00:00,CLEAR_NIGHT,13.97,1008.2237,86.0,199.08,2.0
3365643,london_grid_194,2018-05-07 21:00:00,CLEAR_NIGHT,13.85,1004.1994,88.0,212.11,3.44
3365644,london_grid_195,2018-05-07 21:00:00,CLEAR_NIGHT,14.31,1003.2854,89.0,213.03,5.47
3365645,london_grid_196,2018-05-07 21:00:00,CLEAR_NIGHT,14.76,1002.3715,91.0,213.45,7.5
3365646,london_grid_197,2018-05-07 21:00:00,CLEAR_NIGHT,15.16,1002.351,92.0,210.7,8.66
3365647,london_grid_198,2018-05-07 21:00:00,CLEAR_NIGHT,15.51,1003.224,91.0,205.24,9.02
3365648,london_grid_199,2018-05-07 21:00:00,CLEAR_NIGHT,15.86,1004.0969,91.0,200.23,9.45
3365649,london_grid_200,2018-05-07 21:00:00,CLEAR_NIGHT,15.76,1004.3619,88.0,183.67,8.54
3365650,london_grid_201,2018-05-07 21:00:00,CLEAR_NIGHT,15.66,1004.6269,85.0,165.12,8.47
3365651,london_grid_202,2018-05-07 21:00:00,CLEAR_NIGHT,15.52,1004.4323,83.0,149.1,9.04
3365652,london_grid_203,2018-05-07 21:00:00,CLEAR_NIGHT,15.35,1003.7782,81.0,136.55,9.97
3365653,london_grid_204,2018-05-07 21:00:00,CLEAR_NIGHT,15.17,1003.1241,80.0,126.53,11.29
3365654,london_grid_205,2018-05-07 21:00:00,CLEAR_NIGHT,15.1,1002.145,82.0,127.64,11.37
3365655,london_grid_206,2018-05-07 21:00:00,CLEAR_NIGHT,15.02,1001.1658,84.0,128.73,11.45
3365656,london_grid_207,2018-05-07 21:00:00,CLEAR_NIGHT,15.15,1000.8688,86.0,131.41,11.22
3365657,london_grid_208,2018-05-07 21:00:00,CLEAR_NIGHT,15.48,1001.2541,88.0,136.02,10.71
3365658,london_grid_209,2018-05-07 21:00:00,CLEAR_NIGHT,15.81,1001.6394,89.0,141.04,10.27
3365659,london_grid_210,2018-05-07 21:00:00,CLEAR_NIGHT,14.53,1015.0505,79.0,92.55,4.47
3365660,london_grid_211,2018-05-07 21:00:00,CLEAR_NIGHT,14.42,1014.9161,80.0,94.63,3.35
3365661,london_grid_212,2018-05-07 21:00:00,CLEAR_NIGHT,14.32,1014.7817,82.0,98.78,2.24
3365662,london_grid_213,2018-05-07 21:00:00,CLEAR_NIGHT,14.16,1012.3081,84.0,131.18,1.34
3365663,london_grid_214,2018-05-07 21:00:00,CLEAR_NIGHT,13.95,1007.4954,87.0,188.64,1.91
3365664,london_grid_215,2018-05-07 21:00:00,CLEAR_NIGHT,13.75,1002.6826,89.0,208.64,3.3
3365665,london_grid_216,2018-05-07 21:00:00,CLEAR_NIGHT,14.26,1002.5034,90.0,210.75,5.35
3365666,london_grid_217,2018-05-07 21:00:00,CLEAR_NIGHT,14.78,1002.3241,92.0,211.69,7.4
3365667,london_grid_218,2018-05-07 21:00:00,CLEAR_NIGHT,15.22,1002.8745,92.0,208.55,8.55
3365668,london_grid_219,2018-05-07 21:00:00,CLEAR_NIGHT,15.58,1004.1545,91.0,202.05,8.9
3365669,london_grid_220,2018-05-07 21:00:00,CLEAR_NIGHT,15.94,1005.4345,90.0,196.09,9.35
3365670,london_grid_221,2018-05-07 21:00:00,CLEAR_NIGHT,15.79,1004.7753,87.0,178.77,8.73
3365671,london_grid_222,2018-05-07 21:00:00,CLEAR_NIGHT,15.65,1004.1162,84.0,160.68,8.97
3365672,london_grid_223,2018-05-07 21:00:00,CLEAR_NIGHT,15.48,1003.9114,82.0,146.48,9.7
3365673,london_grid_224,2018-05-07 21:00:00,CLEAR_NIGHT,15.3,1004.161,80.0,135.92,10.58
3365674,london_grid_225,2018-05-07 21:00:00,CLEAR_NIGHT,15.12,1004.4105,78.0,127.22,11.76
3365675,london_grid_226,2018-05-07 21:00:00,CLEAR_NIGHT,15.0,1003.2138,81.0,128.72,11.67
3365676,london_grid_227,2018-05-07 21:00:00,CLEAR_NIGHT,14.88,1002.017,84.0,130.25,11.58
3365677,london_grid_228,2018-05-07 21:00:00,CLEAR_NIGHT,14.97,1001.313,86.0,133.15,11.28
3365678,london_grid_229,2018-05-07 21:00:00,CLEAR_NIGHT,15.28,1001.1018,88.0,137.71,10.8
3365679,london_grid_230,2018-05-07 21:00:00,CLEAR_NIGHT,15.59,1000.8905,90.0,142.67,10.39
3365680,london_grid_231,2018-05-07 21:00:00,CLEAR_NIGHT,14.71,1014.993,78.0,94.73,5.55
3365681,london_grid_232,2018-05-07 21:00:00,CLEAR_NIGHT,14.56,1014.7536,80.0,95.96,4.33
3365682,london_grid_233,2018-05-07 21:00:00,CLEAR_NIGHT,14.4,1014.5142,83.0,98.15,3.11
3365683,london_grid_234,2018-05-07 21:00:00,CLEAR_NIGHT,14.2,1012.2352,85.0,117.56,1.98
3365684,london_grid_235,2018-05-07 21:00:00,CLEAR_NIGHT,13.98,1007.9165,87.0,170.02,1.9
3365685,london_grid_236,2018-05-07 21:00:00,CLEAR_NIGHT,13.75,1003.5978,89.0,201.15,3.03
3365686,london_grid_237,2018-05-07 21:00:00,CLEAR_NIGHT,14.32,1003.4672,91.0,206.21,4.99
3365687,london_grid_238,2018-05-07 21:00:00,CLEAR_NIGHT,14.89,1003.3366,92.0,208.41,6.97
3365688,london_grid_239,2018-05-07 21:00:00,CLEAR_NIGHT,15.39,1003.8653,91.0,205.37,8.09
3365689,london_grid_240,2018-05-07 21:00:00,CLEAR_NIGHT,15.82,1005.0531,89.0,198.3,8.43
