id,station_id,time,PM25_Concentration,PM10_Concentration,NO2_Concentration,CO_Concentration,O3_Concentration,SO2_Concentration
2989488,qianmen_aq,2018-05-07 19:00:00,19.0,62.0,71.0,0.7,38.0,4.0
2989489,yongdingmennei_aq,2018-05-07 19:00:00,21.0,113.0,95.0,0.4,2.0,4.0
2989490,xizhimenbei_aq,2018-05-07 19:00:00,24.0,50.0,69.0,0.5,35.0,6.0
2989491,nansanhuan_aq,2018-05-07 19:00:00,12.0,65.0,74.0,0.5,24.0,4.0
2989492,dongsihuan_aq,2018-05-07 19:00:00,21.0,106.0,141.0,0.8,10.0,26.0
2989514,dongsi_aq,2018-05-07 20:00:00,22.0,39.0,37.0,0.3,54.0,3.0
2989515,tiantan_aq,2018-05-07 20:00:00,26.0,46.0,51.0,0.5,13.0,2.0
2989516,guanyuan_aq,2018-05-07 20:00:00,21.0,47.0,36.0,0.6,62.0,5.0
2989517,wanshouxigong_aq,2018-05-07 20:00:00,16.0,65.0,46.0,0.6,40.0,2.0
2989518,aotizhongxin_aq,2018-05-07 20:00:00,26.0,74.0,90.0,0.4,,5.0
2989519,nongzhanguan_aq,2018-05-07 20:00:00,21.0,60.0,75.0,0.7,18.0,6.0
2989520,wanliu_aq,2018-05-07 20:00:00,13.0,69.0,62.0,0.4,24.0,7.0
2989521,beibuxinqu_aq,2018-05-07 20:00:00,18.0,88.0,38.0,0.4,43.0,2.0
2989522,zhiwuyuan_aq,2018-05-07 20:00:00,,,,,,
2989523,fengtaihuayuan_aq,2018-05-07 20:00:00,29.0,87.0,99.0,0.5,2.0,3.0
2989524,yungang_aq,2018-05-07 20:00:00,20.0,54.0,42.0,0.4,46.0,2.0
2989525,gucheng_aq,2018-05-07 20:00:00,24.0,53.0,61.0,0.3,42.0,3.0
2989526,fangshan_aq,2018-05-07 20:00:00,26.0,127.0,90.0,0.4,,2.0
2989527,daxing_aq,2018-05-07 20:00:00,22.0,93.0,103.0,0.6,2.0,3.0
2989528,yizhuang_aq,2018-05-07 20:00:00,13.0,47.0,35.0,0.6,43.0,2.0
2989529,tongzhou_aq,2018-05-07 20:00:00,24.0,78.0,73.0,0.6,7.0,4.0
2989530,shunyi_aq,2018-05-07 20:00:00,27.0,84.0,77.0,0.8,2.0,5.0
2989531,pingchang_aq,2018-05-07 20:00:00,17.0,67.0,29.0,0.4,43.0,2.0
2989532,mentougou_aq,2018-05-07 20:00:00,20.0,72.0,74.0,0.4,23.0,3.0
2989533,pinggu_aq,2018-05-07 20:00:00,21.0,40.0,27.0,0.4,,2.0
2989534,huairou_aq,2018-05-07 20:00:00,22.0,45.0,19.0,0.4,,2.0
2989535,miyun_aq,2018-05-07 20:00:00,23.0,71.0,69.0,0.6,2.0,2.0
2989536,yanqin_aq,2018-05-07 20:00:00,24.0,48.0,39.0,0.3,45.0,3.0
2989537,dingling_aq,2018-05-07 20:00:00,,49.0,29.0,0.3,33.0,2.0
2989538,badaling_aq,2018-05-07 20:00:00,20.0,75.0,88.0,0.4,14.0,4.0
2989539,miyunshuiku_aq,2018-05-07 20:00:00,16.0,84.0,32.0,0.5,38.0,2.0
2989540,donggaocun_aq,2018-05-07 20:00:00,17.0,33.0,17.0,0.4,,2.0
2989541,yongledian_aq,2018-05-07 20:00:00,31.0,66.0,63.0,0.5,2.0,2.0
2989542,yufa_aq,2018-05-07 20:00:00,28.0,116.0,79.0,0.4,2.0,2.0
2989543,liulihe_aq,2018-05-07 20:00:00,,,57.0,0.4,6.0,2.0
2989544,qianmen_aq,2018-05-07 20:00:00,23.0,63.0,85.0,0.7,,5.0
2989545,yongdingmennei_aq,2018-05-07 20:00:00,25.0,95.0,88.0,0.4,,2.0
2989546,xizhimenbei_aq,2018-05-07 20:00:00,33.0,80.0,68.0,0.6,,6.0
2989547,nansanhuan_aq,2018-05-07 20:00:00,16.0,82.0,98.0,0.6,6.0,5.0
2989548,dongsihuan_aq,2018-05-07 20:00:00,22.0,105.0,136.0,0.8,2.0,24.0
2989570,dongsi_aq,2018-05-07 21:00:00,13.0,44.0,42.0,0.4,46.0,3.0
2989571,tiantan_aq,2018-05-07 21:00:00,18.0,51.0,55.0,0.5,11.0,2.0
2989572,guanyuan_aq,2018-05-07 21:00:00,21.0,76.0,60.0,0.6,28.0,4.0
2989573,wanshouxigong_aq,2018-05-07 21:00:00,21.0,60.0,62.0,0.7,24.0,3.0
2989574,aotizhongxin_aq,2018-05-07 21:00:00,22.0,82.0,79.0,0.4,8.0,4.0
2989575,nongzhanguan_aq,2018-05-07 21:00:00,19.0,102.0,92.0,0.7,6.0,5.0
2989576,wanliu_aq,2018-05-07 21:00:00,25.0,53.0,62.0,0.4,30.0,6.0
2989577,beibuxinqu_aq,2018-05-07 21:00:00,23.0,122.0,80.0,0.5,2.0,2.0
2989578,zhiwuyuan_aq,2018-05-07 21:00:00,,,,,,
2989579,fengtaihuayuan_aq,2018-05-07 21:00:00,26.0,77.0,93.0,0.4,2.0,2.0
2989580,yungang_aq,2018-05-07 21:00:00,19.0,52.0,38.0,0.4,43.0,4.0
2989581,gucheng_aq,2018-05-07 21:00:00,29.0,67.0,81.0,0.4,17.0,2.0
2989582,fangshan_aq,2018-05-07 21:00:00,25.0,98.0,70.0,0.4,2.0,2.0
2989583,daxing_aq,2018-05-07 21:00:00,22.0,86.0,92.0,0.6,2.0,2.0
2989584,yizhuang_aq,2018-05-07 21:00:00,19.0,34.0,96.0,0.6,2.0,2.0
2989585,tongzhou_aq,2018-05-07 21:00:00,39.0,120.0,86.0,0.6,2.0,3.0
2989586,shunyi_aq,2018-05-07 21:00:00,24.0,75.0,77.0,0.8,2.0,6.0
2989587,pingchang_aq,2018-05-07 21:00:00,13.0,46.0,21.0,0.4,47.0,2.0
2989588,mentougou_aq,2018-05-07 21:00:00,18.0,66.0,62.0,0.4,29.0,3.0
2989589,pinggu_aq,2018-05-07 21:00:00,22.0,31.0,24.0,0.4,46.0,2.0
2989590,huairou_aq,2018-05-07 21:00:00,20.0,47.0,23.0,0.5,35.0,2.0
2989591,miyun_aq,2018-05-07 21:00:00,20.0,67.0,67.0,0.5,5.0,2.0
2989592,yanqin_aq,2018-05-07 21:00:00,31.0,79.0,58.0,0.4,20.0,2.0
2989593,dingling_aq,2018-05-07 21:00:00,,42.0,20.0,0.3,39.0,2.0
2989594,badaling_aq,2018-05-07 21:00:00,24.0,72.0,88.0,0.3,14.0,4.0
2989595,miyunshuiku_aq,2018-05-07 21:00:00,21.0,96.0,25.0,0.5,39.0,2.0
2989596,donggaocun_aq,2018-05-07 21:00:00,9.0,33.0,17.0,0.4,61.0,5.0
2989597,yongledian_aq,2018-05-07 21:00:00,28.0,61.0,67.0,0.5,2.0,2.0
2989598,yufa_aq,2018-05-07 21:00:00,27.0,74.0,68.0,0.4,2.0,2.0
2989599,liulihe_aq,2018-05-07 21:00:00,,,42.0,0.3,7.0,2.0
2989600,qianmen_aq,2018-05-07 21:00:00,33.0,73.0,124.0,0.8,2.0,9.0
2989601,yongdingmennei_aq,2018-05-07 21:00:00,24.0,75.0,100.0,0.5,2.0,2.0
2989602,xizhimenbei_aq,2018-05-07 21:00:00,21.0,97.0,102.0,0.6,9.0,7.0
2989603,nansanhuan_aq,2018-05-07 21:00:00,18.0,81.0,109.0,0.7,2.0,6.0
2989604,dongsihuan_aq,2018-05-07 21:00:00,26.0,103.0,113.0,0.8,2.0,20.0
2989626,dongsi_aq,2018-05-07 22:00:00,25.0,57.0,87.0,0.6,8.0,4.0
2989627,tiantan_aq,2018-05-07 22:00:00,21.0,48.0,54.0,0.5,12.0,2.0
2989628,guanyuan_aq,2018-05-07 22:00:00,18.0,84.0,72.0,0.6,10.0,2.0
2989629,wanshouxigong_aq,2018-05-07 22:00:00,31.0,134.0,83.0,0.6,2.0,2.0
2989630,aotizhongxin_aq,2018-05-07 22:00:00,29.0,88.0,103.0,0.6,2.0,6.0
2989631,nongzhanguan_aq,2018-05-07 22:00:00,30.0,90.0,99.0,0.8,2.0,6.0
2989632,wanliu_aq,2018-05-07 22:00:00,16.0,109.0,82.0,0.4,3.0,6.0
2989633,beibuxinqu_aq,2018-05-07 22:00:00,27.0,133.0,103.0,0.7,3.0,2.0
2989634,zhiwuyuan_aq,2018-05-07 22:00:00,,,,,,
2989635,fengtaihuayuan_aq,2018-05-07 22:00:00,30.0,82.0,90.0,0.5,4.0,2.0
2989636,yungang_aq,2018-05-07 22:00:00,18.0,57.0,43.0,0.4,39.0,4.0
2989637,gucheng_aq,2018-05-07 22:00:00,39.0,123.0,92.0,0.4,2.0,2.0
2989638,fangshan_aq,2018-05-07 22:00:00,20.0,77.0,66.0,0.4,4.0,2.0
2989639,daxing_aq,2018-05-07 22:00:00,21.0,90.0,90.0,0.5,2.0,2.0
2989640,yizhuang_aq,2018-05-07 22:00:00,18.0,71.0,106.0,0.8,2.0,4.0
2989641,tongzhou_aq,2018-05-07 22:00:00,36.0,144.0,83.0,0.6,2.0,4.0
2989642,shunyi_aq,2018-05-07 22:00:00,28.0,88.0,73.0,0.8,2.0,5.0
2989643,pingchang_aq,2018-05-07 22:00:00,22.0,64.0,22.0,0.4,51.0,2.0
2989644,mentougou_aq,2018-05-07 22:00:00,20.0,77.0,59.0,0.4,19.0,2.0
2989645,pinggu_aq,2018-05-07 22:00:00,19.0,58.0,29.0,0.5,40.0,2.0
2989646,huairou_aq,2018-05-07 22:00:00,18.0,56.0,26.0,0.5,35.0,2.0
2989647,miyun_aq,2018-05-07 22:00:00,22.0,72.0,58.0,0.5,18.0,2.0
2989648,yanqin_aq,2018-05-07 22:00:00,31.0,82.0,44.0,0.4,33.0,2.0
2989649,dingling_aq,2018-05-07 22:00:00,,41.0,20.0,0.4,49.0,2.0
2989650,badaling_aq,2018-05-07 22:00:00,26.0,90.0,81.0,0.4,15.0,3.0
2989651,miyunshuiku_aq,2018-05-07 22:00:00,21.0,55.0,26.0,0.5,46.0,2.0
2989652,donggaocun_aq,2018-05-07 22:00:00,15.0,46.0,21.0,0.4,52.0,5.0
2989653,yongledian_aq,2018-05-07 22:00:00,33.0,107.0,67.0,0.6,2.0,3.0
2989654,yufa_aq,2018-05-07 22:00:00,34.0,83.0,66.0,0.5,5.0,2.0
2989655,liulihe_aq,2018-05-07 22:00:00,,,34.0,0.3,4.0,2.0
2989656,qianmen_aq,2018-05-07 22:00:00,30.0,84.0,116.0,0.9,3.0,7.0
2989657,yongdingmennei_aq,2018-05-07 22:00:00,26.0,92.0,80.0,0.7,2.0,2.0
2989658,xizhimenbei_aq,2018-05-07 22:00:00,24.0,116.0,105.0,0.7,2.0,6.0
2989659,nansanhuan_aq,2018-05-07 22:00:00,30.0,137.0,110.0,0.8,2.0,9.0
2989660,dongsihuan_aq,2018-05-07 22:00:00,34.0,161.0,106.0,0.8,2.0,20.0
2989682,dongsi_aq,2018-05-07 23:00:00,32.0,80.0,90.0,0.6,4.0,5.0
2989683,tiantan_aq,2018-05-07 23:00:00,43.0,179.0,65.0,0.6,2.0,2.0
2989684,guanyuan_aq,2018-05-07 23:00:00,24.0,91.0,84.0,0.8,9.0,4.0
2989685,wanshouxigong_aq,2018-05-07 23:00:00,31.0,135.0,83.0,0.8,2.0,3.0
2989686,aotizhongxin_aq,2018-05-07 23:00:00,32.0,106.0,96.0,0.7,2.0,6.0
2989687,nongzhanguan_aq,2018-05-07 23:00:00,33.0,159.0,87.0,0.8,2.0,6.0
2989688,wanliu_aq,2018-05-07 23:00:00,26.0,102.0,78.0,0.6,2.0,7.0
2989689,beibuxinqu_aq,2018-05-07 23:00:00,32.0,128.0,66.0,0.6,6.0,2.0
2989690,zhiwuyuan_aq,2018-05-07 23:00:00,,,,,,
2989691,fengtaihuayuan_aq,2018-05-07 23:00:00,33.0,78.0,80.0,0.6,15.0,3.0
2989692,yungang_aq,2018-05-07 23:00:00,3.0,65.0,36.0,0.5,36.0,3.0
2989693,gucheng_aq,2018-05-07 23:00:00,41.0,84.0,90.0,0.6,5.0,3.0
2989694,fangshan_aq,2018-05-07 23:00:00,22.0,95.0,69.0,0.6,7.0,2.0
2989695,daxing_aq,2018-05-07 23:00:00,25.0,115.0,93.0,0.7,3.0,3.0
2989696,yizhuang_aq,2018-05-07 23:00:00,29.0,71.0,106.0,0.9,2.0,6.0
2989697,tongzhou_aq,2018-05-07 23:00:00,38.0,138.0,83.0,0.7,4.0,5.0
2989698,shunyi_aq,2018-05-07 23:00:00,29.0,91.0,68.0,0.7,9.0,7.0
2989699,pingchang_aq,2018-05-07 23:00:00,23.0,89.0,23.0,0.4,51.0,2.0
2989700,mentougou_aq,2018-05-07 23:00:00,23.0,70.0,43.0,0.5,30.0,2.0
2989701,pinggu_aq,2018-05-07 23:00:00,23.0,58.0,35.0,0.5,35.0,2.0
2989702,huairou_aq,2018-05-07 23:00:00,19.0,83.0,46.0,0.6,18.0,2.0
2989703,miyun_aq,2018-05-07 23:00:00,25.0,91.0,58.0,0.7,12.0,2.0
2989704,yanqin_aq,2018-05-07 23:00:00,32.0,77.0,35.0,0.4,38.0,2.0
2989705,dingling_aq,2018-05-07 23:00:00,,68.0,29.0,0.4,40.0,2.0
2989706,badaling_aq,2018-05-07 23:00:00,27.0,91.0,68.0,0.4,24.0,3.0
2989707,miyunshuiku_aq,2018-05-07 23:00:00,26.0,47.0,26.0,0.5,49.0,2.0
2989708,donggaocun_aq,2018-05-07 23:00:00,13.0,58.0,21.0,0.5,42.0,4.0
2989709,yongledian_aq,2018-05-07 23:00:00,42.0,136.0,53.0,0.7,2.0,3.0
2989710,yufa_aq,2018-05-07 23:00:00,41.0,110.0,57.0,0.5,4.0,3.0
2989711,liulihe_aq,2018-05-07 23:00:00,,,34.0,0.4,14.0,2.0
2989712,qianmen_aq,2018-05-07 23:00:00,36.0,106.0,117.0,1.0,2.0,8.0
2989713,yongdingmennei_aq,2018-05-07 23:00:00,34.0,57.0,93.0,0.8,2.0,3.0
2989714,xizhimenbei_aq,2018-05-07 23:00:00,24.0,99.0,106.0,0.9,3.0,7.0
2989715,nansanhuan_aq,2018-05-07 23:00:00,37.0,217.0,120.0,1.3,2.0,14.0
2989716,dongsihuan_aq,2018-05-07 23:00:00,37.0,167.0,103.0,1.0,2.0,16.0
2989738,dongsi_aq,2018-05-08 00:00:00,38.0,80.0,91.0,0.8,8.0,4.0
2989739,tiantan_aq,2018-05-08 00:00:00,41.0,92.0,91.0,0.8,4.0,4.0
2989740,guanyuan_aq,2018-05-08 00:00:00,30.0,86.0,82.0,0.8,22.0,5.0
2989741,wanshouxigong_aq,2018-05-08 00:00:00,34.0,48.0,96.0,0.9,10.0,5.0
2989742,aotizhongxin_aq,2018-05-08 00:00:00,34.0,65.0,86.0,0.6,10.0,7.0
2989743,nongzhanguan_aq,2018-05-08 00:00:00,42.0,100.0,92.0,0.9,2.0,7.0
2989744,wanliu_aq,2018-05-08 00:00:00,38.0,100.0,83.0,0.8,11.0,8.0
2989745,beibuxinqu_aq,2018-05-08 00:00:00,33.0,116.0,63.0,0.6,15.0,2.0
2989746,zhiwuyuan_aq,2018-05-08 00:00:00,,,,,,
2989747,fengtaihuayuan_aq,2018-05-08 00:00:00,63.0,82.0,84.0,0.7,24.0,4.0
2989748,yungang_aq,2018-05-08 00:00:00,20.0,60.0,40.0,0.5,43.0,4.0
2989749,gucheng_aq,2018-05-08 00:00:00,34.0,74.0,87.0,0.7,17.0,4.0
2989750,fangshan_aq,2018-05-08 00:00:00,31.0,97.0,65.0,0.6,22.0,3.0
2989751,daxing_aq,2018-05-08 00:00:00,39.0,135.0,96.0,0.7,11.0,6.0
2989752,yizhuang_aq,2018-05-08 00:00:00,28.0,94.0,100.0,0.8,13.0,8.0
2989753,tongzhou_aq,2018-05-08 00:00:00,33.0,120.0,71.0,0.7,23.0,6.0
2989754,shunyi_aq,2018-05-08 00:00:00,32.0,93.0,62.0,0.7,18.0,8.0
2989755,pingchang_aq,2018-05-08 00:00:00,25.0,79.0,45.0,0.5,30.0,3.0
2989756,mentougou_aq,2018-05-08 00:00:00,25.0,79.0,49.0,0.5,42.0,4.0
2989757,pinggu_aq,2018-05-08 00:00:00,29.0,79.0,38.0,0.7,43.0,3.0
2989758,huairou_aq,2018-05-08 00:00:00,25.0,85.0,46.0,0.7,29.0,2.0
2989759,miyun_aq,2018-05-08 00:00:00,27.0,101.0,48.0,0.6,31.0,3.0
2989760,yanqin_aq,2018-05-08 00:00:00,30.0,83.0,44.0,0.5,44.0,3.0
2989761,dingling_aq,2018-05-08 00:00:00,,67.0,64.0,0.5,18.0,5.0
2989762,badaling_aq,2018-05-08 00:00:00,34.0,79.0,46.0,0.4,58.0,4.0
2989763,miyunshuiku_aq,2018-05-08 00:00:00,27.0,67.0,22.0,0.5,59.0,3.0
2989764,donggaocun_aq,2018-05-08 00:00:00,14.0,38.0,21.0,0.5,50.0,6.0
2989765,yongledian_aq,2018-05-08 00:00:00,62.0,82.0,77.0,0.8,10.0,9.0
2989766,yufa_aq,2018-05-08 00:00:00,40.0,113.0,68.0,0.6,9.0,5.0
2989767,liulihe_aq,2018-05-08 00:00:00,,,30.0,0.4,38.0,2.0
2989768,qianmen_aq,2018-05-08 00:00:00,37.0,89.0,101.0,0.8,14.0,6.0
2989769,yongdingmennei_aq,2018-05-08 00:00:00,26.0,80.0,116.0,1.0,2.0,7.0
2989770,xizhimenbei_aq,2018-05-08 00:00:00,37.0,88.0,102.0,0.8,11.0,7.0
2989771,nansanhuan_aq,2018-05-08 00:00:00,37.0,186.0,121.0,1.4,2.0,13.0
2989772,dongsihuan_aq,2018-05-08 00:00:00,38.0,156.0,103.0,1.1,2.0,15.0
2989794,dongsi_aq,2018-05-08 01:00:00,29.0,,46.0,0.5,69.0,4.0
2989795,tiantan_aq,2018-05-08 01:00:00,28.0,49.0,55.0,0.6,59.0,5.0
2989796,guanyuan_aq,2018-05-08 01:00:00,27.0,,37.0,0.5,85.0,4.0
2989797,wanshouxigong_aq,2018-05-08 01:00:00,45.0,46.0,57.0,0.6,60.0,5.0
2989798,aotizhongxin_aq,2018-05-08 01:00:00,42.0,75.0,69.0,0.5,39.0,6.0
2989799,nongzhanguan_aq,2018-05-08 01:00:00,43.0,48.0,86.0,0.8,19.0,8.0
2989800,wanliu_aq,2018-05-08 01:00:00,28.0,52.0,68.0,0.7,52.0,9.0
2989801,beibuxinqu_aq,2018-05-08 01:00:00,37.0,128.0,70.0,0.7,24.0,4.0
2989802,zhiwuyuan_aq,2018-05-08 01:00:00,,,,,,
2989803,fengtaihuayuan_aq,2018-05-08 01:00:00,38.0,70.0,37.0,0.5,83.0,4.0
2989804,yungang_aq,2018-05-08 01:00:00,23.0,63.0,41.0,0.5,77.0,3.0
2989805,gucheng_aq,2018-05-08 01:00:00,29.0,54.0,58.0,0.5,59.0,4.0
2989806,fangshan_aq,2018-05-08 01:00:00,40.0,49.0,47.0,0.4,83.0,4.0
2989807,daxing_aq,2018-05-08 01:00:00,23.0,92.0,58.0,0.6,62.0,6.0
2989808,yizhuang_aq,2018-05-08 01:00:00,17.0,76.0,62.0,0.7,60.0,10.0
2989809,tongzhou_aq,2018-05-08 01:00:00,22.0,95.0,55.0,0.6,55.0,7.0
2989810,shunyi_aq,2018-05-08 01:00:00,41.0,100.0,60.0,0.8,33.0,8.0
2989811,pingchang_aq,2018-05-08 01:00:00,34.0,88.0,61.0,0.6,25.0,5.0
2989812,mentougou_aq,2018-05-08 01:00:00,24.0,82.0,43.0,0.5,70.0,5.0
2989813,pinggu_aq,2018-05-08 01:00:00,39.0,60.0,39.0,0.7,57.0,6.0
2989814,huairou_aq,2018-05-08 01:00:00,24.0,112.0,40.0,0.8,49.0,3.0
2989815,miyun_aq,2018-05-08 01:00:00,30.0,81.0,43.0,0.6,54.0,5.0
2989816,yanqin_aq,2018-05-08 01:00:00,32.0,54.0,25.0,0.4,86.0,4.0
2989817,dingling_aq,2018-05-08 01:00:00,,66.0,46.0,0.5,53.0,4.0
2989818,badaling_aq,2018-05-08 01:00:00,41.0,50.0,29.0,0.4,83.0,4.0
2989819,miyunshuiku_aq,2018-05-08 01:00:00,25.0,70.0,22.0,0.5,65.0,3.0
2989820,donggaocun_aq,2018-05-08 01:00:00,16.0,28.0,22.0,0.7,85.0,14.0
2989821,yongledian_aq,2018-05-08 01:00:00,62.0,,57.0,0.7,60.0,12.0
2989822,yufa_aq,2018-05-08 01:00:00,28.0,61.0,49.0,0.6,60.0,6.0
2989823,liulihe_aq,2018-05-08 01:00:00,,,28.0,0.4,61.0,2.0
2989824,qianmen_aq,2018-05-08 01:00:00,21.0,70.0,78.0,0.6,52.0,6.0
2989825,yongdingmennei_aq,2018-05-08 01:00:00,27.0,,61.0,0.5,55.0,7.0
2989826,xizhimenbei_aq,2018-05-08 01:00:00,27.0,,74.0,0.6,52.0,7.0
2989827,nansanhuan_aq,2018-05-08 01:00:00,28.0,133.0,96.0,1.0,33.0,8.0
2989828,dongsihuan_aq,2018-05-08 01:00:00,32.0,193.0,100.0,1.0,17.0,12.0
2989850,dongsi_aq,2018-05-08 02:00:00,27.0,34.0,32.0,0.4,86.0,3.0
2989851,tiantan_aq,2018-05-08 02:00:00,23.0,55.0,36.0,0.4,78.0,4.0
2989852,guanyuan_aq,2018-05-08 02:00:00,24.0,63.0,25.0,0.4,101.0,3.0
2989853,wanshouxigong_aq,2018-05-08 02:00:00,34.0,69.0,44.0,0.5,76.0,4.0
2989854,aotizhongxin_aq,2018-05-08 02:00:00,35.0,51.0,31.0,0.2,85.0,4.0
2989855,nongzhanguan_aq,2018-05-08 02:00:00,27.0,,36.0,0.5,77.0,5.0
2989856,wanliu_aq,2018-05-08 02:00:00,15.0,50.0,32.0,0.6,96.0,8.0
2989857,beibuxinqu_aq,2018-05-08 02:00:00,32.0,89.0,54.0,0.6,54.0,4.0
2989858,zhiwuyuan_aq,2018-05-08 02:00:00,,,,,,
2989859,fengtaihuayuan_aq,2018-05-08 02:00:00,24.0,67.0,20.0,0.4,104.0,2.0
2989860,yungang_aq,2018-05-08 02:00:00,19.0,48.0,24.0,0.4,105.0,2.0
2989861,gucheng_aq,2018-05-08 02:00:00,33.0,36.0,28.0,0.4,97.0,3.0
2989862,fangshan_aq,2018-05-08 02:00:00,30.0,68.0,24.0,0.3,114.0,3.0
2989863,daxing_aq,2018-05-08 02:00:00,15.0,81.0,33.0,0.5,87.0,5.0
2989864,yizhuang_aq,2018-05-08 02:00:00,21.0,54.0,25.0,,91.0,7.0
2989865,tongzhou_aq,2018-05-08 02:00:00,18.0,84.0,38.0,0.4,77.0,7.0
2989866,shunyi_aq,2018-05-08 02:00:00,34.0,88.0,41.0,0.6,84.0,9.0
2989867,pingchang_aq,2018-05-08 02:00:00,37.0,85.0,41.0,0.5,66.0,4.0
2989868,mentougou_aq,2018-05-08 02:00:00,19.0,78.0,25.0,0.4,113.0,4.0
2989869,pinggu_aq,2018-05-08 02:00:00,31.0,,27.0,1.0,101.0,18.0
2989870,huairou_aq,2018-05-08 02:00:00,27.0,38.0,29.0,0.5,80.0,3.0
2989871,miyun_aq,2018-05-08 02:00:00,34.0,39.0,28.0,0.5,100.0,5.0
2989872,yanqin_aq,2018-05-08 02:00:00,31.0,54.0,19.0,0.3,103.0,4.0
2989873,dingling_aq,2018-05-08 02:00:00,16.0,58.0,29.0,0.4,90.0,4.0
2989874,badaling_aq,2018-05-08 02:00:00,46.0,84.0,28.0,0.4,84.0,4.0
2989875,miyunshuiku_aq,2018-05-08 02:00:00,27.0,95.0,23.0,0.5,77.0,4.0
2989876,donggaocun_aq,2018-05-08 02:00:00,26.0,43.0,23.0,1.0,94.0,19.0
2989877,yongledian_aq,2018-05-08 02:00:00,,36.0,36.0,0.8,94.0,16.0
2989878,yufa_aq,2018-05-08 02:00:00,22.0,37.0,24.0,0.5,93.0,7.0
2989879,liulihe_aq,2018-05-08 02:00:00,26.0,,15.0,0.3,97.0,2.0
2989880,qianmen_aq,2018-05-08 02:00:00,16.0,91.0,68.0,0.5,59.0,4.0
2989881,yongdingmennei_aq,2018-05-08 02:00:00,27.0,56.0,59.0,0.5,58.0,5.0
2989882,xizhimenbei_aq,2018-05-08 02:00:00,46.0,63.0,49.0,0.5,75.0,6.0
2989883,nansanhuan_aq,2018-05-08 02:00:00,26.0,92.0,80.0,0.7,50.0,5.0
2989884,dongsihuan_aq,2018-05-08 02:00:00,21.0,111.0,62.0,0.6,63.0,7.0
2989906,dongsi_aq,2018-05-08 03:00:00,25.0,49.0,29.0,0.3,95.0,3.0
2989907,tiantan_aq,2018-05-08 03:00:00,7.0,66.0,27.0,0.4,90.0,2.0
2989908,guanyuan_aq,2018-05-08 03:00:00,30.0,72.0,18.0,0.3,114.0,3.0
