stationid,time,PM25,PM10,NO2,CO,O3,SO2,temperature,pressure,humidity,winddirection,windspeed,weather
dongsi_aq,2018-04-01 22:00:00,245.0,246.0,94.0,1.7,2.0,8.0,11.0,1001.3349549104998,48.725676,70.0172872,5.615275780000001,PARTLY_CLOUDY_NIGHT
dongsi_aq,2018-04-01 23:00:00,251.0,NaN,84.0,2.1,2.0,10.0,11.0,1001.9658802266,50.787243000000004,66.09337036999999,5.9360607299999995,PARTLY_CLOUDY_DAY
dongsi_aq,2018-04-02 01:00:00,265.0,NaN,69.0,2.3,22.0,10.0,15.0,1001.8545000989001,45.947,76.83257141000001,5.91733868,HAZE
dongsi_aq,2018-04-02 02:00:00,270.0,NaN,66.0,2.3,32.0,10.0,16.0,1002.2436406060001,41.657567,91.45786063,6.03337618,HAZE
dongsi_aq,2018-04-02 03:00:00,267.0,NaN,59.0,2.3,45.0,9.0,19.0,1002.0891880254001,35.897905,104.53756243000001,6.09517033,HAZE
dongsi_aq,2018-04-02 04:00:00,259.0,NaN,58.0,2.3,64.0,8.0,21.0,1001.638637582,42.119229000000004,100.21144821000001,6.00235398,HAZE
dongsi_aq,2018-04-02 05:00:00,276.0,NaN,67.0,2.5,84.0,11.0,23.0,1000.9330387788001,36.84881,115.78845361999998,5.75035906,HAZE
dongsi_aq,2018-04-02 06:00:00,267.0,NaN,62.0,2.5,120.0,14.0,24.0,1000.6487935656,31.84881,127.65904132,5.188206450000001,HAZE
dongsi_aq,2018-04-02 07:00:00,255.0,NaN,55.0,2.1,148.0,15.0,24.0,999.9173392212999,28.19981,137.51039012,4.38384291,HAZE
dongsi_aq,2018-04-02 08:00:00,235.0,NaN,55.0,2.0,171.0,16.0,25.0,1000.0430501693,26.310472,125.42797291,2.50046916,HAZE
dongsi_aq,2018-04-02 09:00:00,229.0,NaN,58.0,1.9,194.0,14.0,25.0,1000.0718558256,27.310471999999997,68.60288928,2.87507426,HAZE
dongsi_aq,2018-04-02 10:00:00,230.0,252.0,66.0,2.0,186.0,13.0,23.759662000000002,1000.9869094459,34.55081,48.783529970000004,4.2647247,HAZE
dongsi_aq,2018-04-02 11:00:00,248.0,279.0,82.0,2.2,153.0,12.0,22.0,1002.9223614197999,39.19981,53.31198382,7.2109173,HAZE
dongsi_aq,2018-04-02 12:00:00,237.0,285.0,77.0,2.2,126.0,13.0,22.0,1004.7432909544,41.84881,62.261101409999995,9.90516805,HAZE
dongsi_aq,2018-04-02 13:00:00,264.0,290.0,71.0,2.3,128.0,14.0,21.0,1007.0359822586,39.19981,71.22309252,12.35090981,HAZE
dongsi_aq,2018-04-02 14:00:00,221.0,242.0,55.0,1.6,90.0,10.0,22.351,1009.2190245308,33.19981,79.98206406999999,14.84689573,HAZE
dongsi_aq,2018-04-02 15:00:00,59.0,403.0,22.0,0.6,75.0,6.0,20.240338,1011.2731824721,27.310471999999997,84.07830848999998,15.97502223,HAZE
dongsi_aq,2018-04-02 16:00:00,60.0,422.0,19.0,0.7,88.0,7.0,14.0,1011.3198344156001,27.55081,94.27328958000001,18.48083855,PARTLY_CLOUDY_DAY
dongsi_aq,2018-04-02 17:00:00,42.0,309.0,21.0,0.6,80.0,6.0,14.0,1012.5448969848001,24.950905,89.90955848,16.174925809999998,WIND
dongsi_aq,2018-04-02 18:00:00,36.0,264.0,25.0,0.5,67.0,5.0,14.0,1013.5654146764,22.710566999999998,79.13354735,13.77888144,PARTLY_CLOUDY_NIGHT
dongsi_aq,2018-04-02 20:00:00,19.0,220.0,16.0,0.3,70.0,5.0,13.600000000000001,1015.2962417283,19.289433000000002,56.63022162,13.21569985,PARTLY_CLOUDY_NIGHT
dongsi_aq,2018-04-02 21:00:00,16.0,198.0,13.0,0.2,79.0,2.0,13.5,1016.2789891497999,18.049095,50.46579738,14.279333690000001,PARTLY_CLOUDY_NIGHT
dongsi_aq,2018-04-02 22:00:00,10.0,147.0,13.0,0.2,82.0,2.0,13.0961352,1016.8028146678,25.240338,49.1685732,17.75643461,PARTLY_CLOUDY_NIGHT
dongsi_aq,2018-04-02 23:00:00,9.0,155.0,15.0,0.2,83.0,2.0,13.110662000000001,1018.3172090328001,29.440148,42.40472001,19.87979654,PARTLY_CLOUDY_NIGHT
dongsi_aq,2018-04-03 00:00:00,8.0,131.0,18.0,0.2,81.0,2.0,13.000000000000002,1019.9205023618999,33.261377,36.36583563000001,21.585062450000002,CLEAR_NIGHT
dongsi_aq,2018-04-03 01:00:00,7.0,120.0,23.0,0.2,76.0,2.0,12.351,1021.326716811,36.19981,33.754325890000004,22.10981788,CLOUDY
dongsi_aq,2018-04-03 02:00:00,7.0,106.0,22.0,0.2,75.0,2.0,12.351,1022.2748186649999,38.440148,31.74089952,21.93863537,CLOUDY
dongsi_aq,2018-04-03 03:00:00,5.0,131.0,17.0,0.2,83.0,2.0,11.350999999999999,1022.8079674204,42.489243,29.97370996,21.25932769,CLOUDY
dongsi_aq,2018-04-03 04:00:00,7.0,105.0,18.0,0.2,82.0,2.0,11.350999999999999,1020.8899341864001,34.670039,33.790224499999994,21.536189919999998,CLOUDY
dongsi_aq,2018-04-03 05:00:00,9.0,111.0,15.0,0.2,86.0,2.0,10.110662,1021.3594037025,39.84881,34.868743540000004,21.33878936,CLOUDY
dongsi_aq,2018-04-03 06:00:00,6.0,248.0,13.0,0.2,85.0,2.0,13.000000000000002,1022.0707225547001,45.359567,35.58150734,20.7693917,CLEAR_NIGHT
dongsi_aq,2018-04-03 07:00:00,9.0,139.0,15.0,0.3,85.0,2.0,4.702,1022.2744094802999,51.248905,35.157822949999996,19.90456827,RAIN
dongsi_aq,2018-04-03 08:00:00,7.0,37.0,15.0,0.4,77.0,2.0,3.351,1022.7924049866999,55.178771,34.55528090000001,18.34893202,HAZE
dongsi_aq,2018-04-03 09:00:00,3.0,14.0,17.0,0.4,73.0,2.0,3.0,1022.9245512991001,57.049095,34.70889147,16.19777641,SNOW
dongsi_aq,2018-04-03 10:00:00,6.0,NaN,14.0,0.4,75.0,2.0,3.9959580000000003,1023.9634376893,59.20885200000001,33.57036821,13.873786280000001,SNOW
dongsi_aq,2018-04-03 11:00:00,7.0,NaN,18.0,0.4,68.0,2.0,3.0,1024.2629357647,55.379056,44.29899908,10.189147,PARTLY_CLOUDY_DAY
dongsi_aq,2018-04-03 12:00:00,7.0,NaN,20.0,0.4,67.0,2.0,3.649,1024.2341637996,53.89838,63.70227247,7.3928807,CLOUDY
dongsi_aq,2018-04-03 13:00:00,9.0,10.0,28.0,0.5,52.0,2.0,4.0,1025.4768959273001,53.138718000000004,92.00776151,6.08539504,CLOUDY
dongsi_aq,2018-04-03 14:00:00,16.0,NaN,31.0,0.5,42.0,2.0,4.0,1026.0212090719,55.436718,120.38347531,5.771203840000001,PARTLY_CLOUDY_NIGHT
dongsi_aq,2018-04-03 15:00:00,16.0,NaN,27.0,0.5,44.0,2.0,4.0,1026.1785115205,57.587908,140.4896462,6.07381331,PARTLY_CLOUDY_NIGHT
dongsi_aq,2018-04-03 16:00:00,17.0,NaN,22.0,0.5,43.0,2.0,3.0,1025.2151039344,62.417704,132.40089292,4.72475055,PARTLY_CLOUDY_NIGHT
dongsi_aq,2018-04-03 17:00:00,15.0,15.0,21.0,0.5,41.0,2.0,3.2,1025.1093494450001,63.477246,151.69485739,4.62002633,PARTLY_CLOUDY_NIGHT
dongsi_aq,2018-04-03 18:00:00,16.0,NaN,22.0,0.5,30.0,2.0,3.4000000000000004,1024.7234559276,64.428151,164.54784713,3.99039196,PARTLY_CLOUDY_NIGHT
dongsi_aq,2018-04-03 19:00:00,24.0,NaN,41.0,0.4,3.0,2.0,3.6,1024.7982480638002,65.47724600000001,170.95933374999998,2.71878009,PARTLY_CLOUDY_NIGHT
dongsi_aq,2018-04-03 20:00:00,23.0,24.0,48.0,0.3,2.0,2.0,4.2,1024.654986381,64.82824600000001,159.60072346,0.93960772,CLEAR_NIGHT
dongsi_aq,2018-04-03 21:00:00,23.0,NaN,51.0,0.4,2.0,2.0,2.0,1024.6403669663,63.938908,61.917542069999996,2.17449199,CLEAR_NIGHT
dongsi_aq,2018-04-03 22:00:00,28.0,NaN,47.0,0.4,2.0,2.0,4.0,1024.8440550221999,63.538813000000005,18.20419479,3.2877965600000003,CLEAR_DAY
dongsi_aq,2018-04-03 23:00:00,29.0,NaN,54.0,0.5,2.0,2.0,4.351,1025.7050309951,59.138718,31.40261175,3.99569672,CLEAR_DAY
dongsi_aq,2018-04-04 00:00:00,30.0,33.0,48.0,0.5,7.0,2.0,5.1106620000000005,1025.8021878206,51.489717999999996,55.81154574,4.49734573,CLEAR_DAY
dongsi_aq,2018-04-04 01:00:00,27.0,32.0,42.0,0.5,13.0,2.0,6.351,1025.9541759173,40.510757,89.34336984000001,5.67324722,CLEAR_DAY
dongsi_aq,2018-04-04 02:00:00,21.0,NaN,28.0,0.4,40.0,2.0,8.0,1025.619468573,28.351,117.27225636,8.428738970000001,PARTLY_CLOUDY_DAY
dongsi_aq,2018-04-04 03:00:00,19.0,NaN,23.0,0.4,54.0,2.0,8.0,1024.8254815475,17.950905,131.15684190000002,11.9382293,PARTLY_CLOUDY_DAY
dongsi_aq,2018-04-04 05:00:00,9.0,19.0,15.0,0.3,74.0,3.0,8.350999999999999,1023.8518901947,8.702,172.83329231,11.215588780000001,CLOUDY
dongsi_aq,2018-04-04 06:00:00,17.0,29.0,16.0,0.3,69.0,3.0,8.0,1023.3423177852999,17.412567000000003,190.06793839,10.562177649999999,CLOUDY
dongsi_aq,2018-04-04 07:00:00,19.0,28.0,19.0,0.3,67.0,3.0,7.350999999999999,1023.9383172144,36.172229,201.16540327,7.311715640000001,PARTLY_CLOUDY_NIGHT
dongsi_aq,2018-04-04 08:00:00,8.0,52.0,15.0,0.4,70.0,3.0,2.649,1023.6119620889,60.25281,217.19547331,4.03940316,SNOW
dongsi_aq,2018-04-04 09:00:00,14.0,46.0,21.0,0.5,52.0,2.0,1.889338,1023.8499209647,82.150715,114.36992595000001,2.6675324199999997,WIND
dongsi_aq,2018-04-04 10:00:00,11.0,17.0,31.0,0.5,38.0,2.0,1.889338,1022.6541682052,72.871254,13.042527459999999,10.768513070000001,PARTLY_CLOUDY_NIGHT
dongsi_aq,2018-04-04 12:00:00,28.0,NaN,43.0,0.8,20.0,2.0,2.0,1022.4580657682002,91.66099700000001,60.56724409,6.875681160000001,SNOW
dongsi_aq,2018-04-04 13:00:00,33.0,NaN,39.0,0.8,26.0,2.0,0.649,1022.3191193467001,97.350525,87.13129055,6.91902699,SNOW
dongsi_aq,2018-04-04 14:00:00,29.0,NaN,47.0,0.8,16.0,2.0,0.351,1022.3505822383,97.999525,98.90045758,7.28274002,SNOW
dongsi_aq,2018-04-04 15:00:00,29.0,NaN,55.0,0.8,10.0,2.0,0.7596620000000001,1022.2754994627,97.689053,108.62211085999999,6.98688796,PARTLY_CLOUDY_DAY
dongsi_aq,2018-04-04 16:00:00,27.0,NaN,38.0,0.7,28.0,2.0,1.0,1021.1395078064,99.88933800000001,143.50792106,7.624358539999999,CLOUDY
dongsi_aq,2018-04-04 17:00:00,30.0,NaN,32.0,0.7,29.0,2.0,0.8,1020.1340199707,99.53833800000001,153.50494147999999,8.13625314,CLOUDY
dongsi_aq,2018-04-04 18:00:00,34.0,NaN,33.0,0.8,20.0,2.0,0.6,1019.3929038161002,98.49781000000002,161.61982362,8.36101453,CLOUDY
dongsi_aq,2018-04-04 19:00:00,32.0,NaN,36.0,0.8,13.0,2.0,0.2,1018.7825803782,95.676581,164.7160171,8.36305091,CLOUDY
dongsi_aq,2018-04-04 20:00:00,28.0,NaN,20.0,0.7,37.0,2.0,null,null,null,null,null,null
dongsi_aq,2018-04-04 21:00:00,34.0,NaN,16.0,0.6,42.0,2.0,0.0,1018.0094191839,89.42767599999999,175.42588024,7.888143939999999,CLOUDY
dongsi_aq,2018-04-04 23:00:00,46.0,NaN,19.0,0.7,41.0,4.0,1.889338,1017.3974669799001,87.236433,190.56564139,8.9331168,CLOUDY
dongsi_aq,2018-04-05 00:00:00,40.0,NaN,20.0,0.7,43.0,3.0,1.649,1016.9820366145,85.387623,195.27939106999997,9.36446931,CLOUDY
dongsi_aq,2018-04-05 01:00:00,46.0,NaN,19.0,0.7,41.0,2.0,2.0,1016.5605195298001,81.627961,200.25884846000002,9.422678869999999,CLOUDY
dongsi_aq,2018-04-05 03:00:00,47.0,NaN,27.0,0.7,33.0,2.0,2.0,1015.1250704831,75.08962299999999,194.84347184,10.05029303,CLOUDY
dongsi_aq,2018-04-05 04:00:00,47.0,NaN,26.0,0.7,32.0,2.0,3.0,1014.5377299223001,72.057662,192.17597639000002,11.72144913,CLOUDY
dongsi_aq,2018-04-05 05:00:00,51.0,NaN,23.0,0.8,35.0,2.0,3.0,1013.8288219555,68.306567,182.76445638,11.46554508,CLOUDY
dongsi_aq,2018-04-05 06:00:00,48.0,NaN,21.0,0.8,36.0,2.0,4.0,1012.5096106772,63.204472,174.77944856,10.33305644,CLOUDY
dongsi_aq,2018-04-05 08:00:00,61.0,74.0,23.0,0.8,32.0,2.0,5.889338,1010.1700710624,42.715229,184.29617168000001,5.65538978,PARTLY_CLOUDY_DAY
dongsi_aq,2018-04-05 09:00:00,65.0,90.0,24.0,0.8,34.0,2.0,6.0,1009.2964431714,34.402732,225.39854447,4.82290609,PARTLY_CLOUDY_DAY
dongsi_aq,2018-04-05 10:00:00,76.0,109.0,29.0,0.8,27.0,2.0,5.649,1011.2796300411999,36.734718,258.49532118999997,5.8877931,PARTLY_CLOUDY_DAY
dongsi_aq,2018-04-05 11:00:00,78.0,115.0,39.0,0.9,16.0,2.0,5.0,1011.7593911589,33.436718,284.23657288,9.5457611,PARTLY_CLOUDY_NIGHT
dongsi_aq,2018-04-05 12:00:00,83.0,114.0,49.0,0.9,6.0,2.0,7.259352,1011.9061919061,33.247025,289.01634579,13.621131250000001,PARTLY_CLOUDY_NIGHT
dongsi_aq,2018-04-05 13:00:00,40.0,134.0,19.0,0.6,56.0,2.0,8.668014,1012.6615461440001,30.929865999999997,291.15025246,16.739451069999998,PARTLY_CLOUDY_NIGHT
dongsi_aq,2018-04-05 14:00:00,35.0,412.0,6.0,0.4,79.0,2.0,8.0,1013.1236180589,30.089623,292.62177794,18.95515582,CLEAR_NIGHT
dongsi_aq,2018-04-05 15:00:00,74.0,619.0,6.0,0.4,79.0,2.0,7.0,1013.4739521455999,29.849285,294.31112343,20.62429855,RAIN
dongsi_aq,2018-04-05 16:00:00,82.0,666.0,5.0,0.4,79.0,2.0,4.5,1015.020012932,28.329961,300.23462992000003,24.72975594,RAIN
dongsi_aq,2018-04-05 17:00:00,53.0,490.0,5.0,0.4,77.0,2.0,4.4,1014.8331998050999,28.089623,302.97076978,25.5882346,WIND
dongsi_aq,2018-04-05 18:00:00,25.0,178.0,4.0,0.4,59.0,2.0,4.3,1014.1576774365001,28.089623,304.33443643000004,25.850301700000003,CLEAR_NIGHT
dongsi_aq,2018-04-05 20:00:00,9.0,67.0,3.0,0.1,82.0,2.0,4.0,1012.0871930885,27.808757,306.28366997,25.593936839999998,CLEAR_NIGHT
dongsi_aq,2018-04-05 21:00:00,13.0,81.0,4.0,0.2,82.0,2.0,4.0,1011.8215411647999,29.338528,312.47299527,24.96034367,CLEAR_NIGHT
dongsi_aq,2018-04-05 22:00:00,22.0,97.0,5.0,0.2,83.0,2.0,5.1106620000000005,1013.7018270792,31.049095,324.29248501999996,26.814119330000004,PARTLY_CLOUDY_DAY
dongsi_aq,2018-04-05 23:00:00,16.0,101.0,7.0,0.2,81.0,2.0,6.0,1014.4308817835001,34.298,333.88321011000005,26.10720363,PARTLY_CLOUDY_DAY
dongsi_aq,2018-04-06 00:00:00,29.0,116.0,7.0,0.3,86.0,2.0,6.0,1015.3689755543,35.008567,343.09495759000004,25.52919718,PARTLY_CLOUDY_DAY
dongsi_aq,2018-04-06 02:00:00,24.0,64.0,8.0,0.3,84.0,2.0,6.110662,1016.5569946104,29.057662,354.89670099,23.625243859999998,CLOUDY
dongsi_aq,2018-04-06 03:00:00,27.0,58.0,7.0,0.3,85.0,2.0,7.0,1017.2099382738,24.44919,356.37583568,23.054349719999998,CLOUDY
dongsi_aq,2018-04-06 04:00:00,19.0,52.0,6.0,0.3,87.0,2.0,7.648999999999999,1017.8847080445,21.519324,341.67718123000003,21.10755006,CLOUDY
dongsi_aq,2018-04-06 05:00:00,12.0,41.0,6.0,0.3,86.0,2.0,8.0,1017.6220170683999,20.289433,342.87229985,21.51372842,CLOUDY
dongsi_aq,2018-04-06 06:00:00,10.0,28.0,5.0,0.2,85.0,2.0,9.0,1017.4251748852,19.400095,343.75790464,22.35034427,CLOUDY
dongsi_aq,2018-04-06 07:00:00,9.0,41.0,NaN,0.2,81.0,NaN,8.889338,1016.757386623,18.400095,343.04353894,22.535757840000002,CLOUDY
dongsi_aq,2018-04-06 08:00:00,3.0,43.0,5.0,NaN,NaN,2.0,9.0,1016.9209082021999,17.689528000000003,340.42514684,22.59869552,CLOUDY
dongsi_aq,2018-04-06 09:00:00,3.0,49.0,8.0,0.1,90.0,6.0,8.350999999999999,1017.0473480771,18.289433,336.02689751,22.390113220000003,CLOUDY
dongsi_aq,2018-04-06 10:00:00,8.0,40.0,9.0,0.2,89.0,6.0,7.350999999999999,1019.3961377567999,19.040528,334.60068060000003,24.64723885,CLOUDY
dongsi_aq,2018-04-06 11:00:00,9.0,30.0,9.0,0.1,88.0,6.0,7.0,1019.8738674244,21.751095,327.1872788,23.58109592,CLOUDY
dongsi_aq,2018-04-06 12:00:00,6.0,33.0,9.0,0.1,86.0,5.0,6.351,1020.3624953389001,23.991433,320.30339269999996,22.841683619999998,PARTLY_CLOUDY_NIGHT
dongsi_aq,2018-04-06 13:00:00,10.0,31.0,9.0,0.1,90.0,5.0,6.0,1020.717676042,25.0,316.01821764,22.30152142,PARTLY_CLOUDY_NIGHT
dongsi_aq,2018-04-06 15:00:00,9.0,39.0,8.0,0.1,95.0,5.0,5.0,1021.3484206295,22.049095,315.77643579000005,22.293859679999997,CLEAR_NIGHT
dongsi_aq,2018-04-06 19:00:00,10.0,45.0,10.0,0.1,92.0,6.0,3.2,1019.6252134383001,20.400095,314.45697412000004,19.15730763,CLEAR_NIGHT
dongsi_aq,2018-04-06 20:00:00,10.0,45.0,12.0,0.1,88.0,6.0,3.1000000000000005,1019.1991261139999,22.529771,313.7378317,18.22147296,CLEAR_NIGHT
dongsi_aq,2018-04-06 21:00:00,12.0,41.0,12.0,0.1,86.0,5.0,3.0,1019.4350809769,22.289433,314.36634942,18.478036630000002,CLEAR_NIGHT
dongsi_aq,2018-04-06 22:00:00,8.0,37.0,12.0,0.1,85.0,6.0,3.6317999999999997,1020.3599905269,22.649,316.79475410000003,18.49632867,CLEAR_DAY
dongsi_aq,2018-04-06 23:00:00,11.0,36.0,11.0,0.2,86.0,6.0,3.0,1020.0898362918999,21.649,316.0546839,18.43783731,CLEAR_DAY
dongsi_aq,2018-04-07 01:00:00,8.0,26.0,11.0,0.2,90.0,6.0,4.5666186,1019.1717842174,18.538338000000003,315.14023761,16.54093282,CLEAR_DAY
dongsi_aq,2018-04-07 02:00:00,5.0,17.0,10.0,0.2,92.0,6.0,4.351,1018.2794882857,15.529771,314.31593377,14.70166286,CLEAR_NIGHT
dongsi_aq,2018-04-07 04:00:00,8.0,12.0,10.0,0.2,93.0,6.0,9.0,1015.3837522511999,21.0,294.87352125999996,9.98768531,PARTLY_CLOUDY_DAY
dongsi_aq,2018-04-07 05:00:00,18.0,23.0,13.0,0.2,93.0,5.0,9.350999999999999,1014.0293783138,20.049095,273.95871665,9.65165374,PARTLY_CLOUDY_DAY
dongsi_aq,2018-04-07 06:00:00,7.0,23.0,11.0,0.1,104.0,5.0,11.0,1012.0981412245001,18.759662,243.87618294,9.931873710000001,PARTLY_CLOUDY_DAY
dongsi_aq,2018-04-07 07:00:00,16.0,38.0,11.0,0.1,106.0,6.0,12.110662000000001,1010.4349430534,18.0,211.7954202,12.367323469999999,PARTLY_CLOUDY_DAY
dongsi_aq,2018-04-07 09:00:00,19.0,62.0,14.0,0.2,103.0,13.0,13.000000000000002,1007.6818589167001,17.689528000000003,175.03749675,17.730790080000002,CLOUDY
dongsi_aq,2018-04-07 10:00:00,32.0,85.0,19.0,0.2,98.0,13.0,13.000000000000002,1008.6639898049,18.289433,162.81506625,14.08298617,PARTLY_CLOUDY_NIGHT
dongsi_aq,2018-04-07 11:00:00,32.0,93.0,24.0,0.2,95.0,12.0,12.280866000000001,1008.0947095324001,20.049095,141.79227462,10.348502,PARTLY_CLOUDY_NIGHT
dongsi_aq,2018-04-07 12:00:00,31.0,102.0,40.0,0.3,76.0,12.0,12.0,1007.5386424046001,22.338528,108.10423410000001,8.64683636,CLEAR_NIGHT
dongsi_aq,2018-04-07 13:00:00,43.0,109.0,52.0,0.4,58.0,11.0,12.0,1007.6263602650001,25.227866000000006,85.94239285,9.33941635,CLEAR_NIGHT
dongsi_aq,2018-04-07 14:00:00,37.0,100.0,55.0,0.3,53.0,11.0,10.110662,1007.3925817490999,27.338528,76.39057527,9.674182329999999,CLEAR_NIGHT
dongsi_aq,2018-04-07 15:00:00,41.0,96.0,56.0,0.4,44.0,11.0,9.110662,1007.3600112890999,29.698095000000002,68.81978201,9.59024469,CLEAR_NIGHT
dongsi_aq,2018-04-07 16:00:00,46.0,112.0,66.0,0.4,27.0,10.0,5.0,1006.8641160602,33.057662,68.98690343999999,9.546344790000001,CLEAR_NIGHT
dongsi_aq,2018-04-07 17:00:00,44.0,109.0,62.0,0.4,26.0,9.0,4.759662,1006.5506615417,34.338528000000004,54.27976601,9.36825439,CLEAR_NIGHT
dongsi_aq,2018-04-07 18:00:00,37.0,94.0,54.0,0.4,23.0,8.0,5.0,1006.1798611026,35.738623000000004,41.676486940000004,9.464570909999999,CLEAR_NIGHT
