id,station_id,forecast_time,weather,temperature,pressure,humidity,wind_speed,wind_direction
80502914,london_grid_000,2018-05-09 17:00:00,CLOUDY,11.3,1008.81302535746,84.0,30.67,244.11
80502915,london_grid_000,2018-05-09 18:00:00,RAIN,11.24,1008.61859375,85.0,30.44,237.82
80502916,london_grid_000,2018-05-09 19:00:00,WIND,11.49,1008.27389866773,87.0,33.01,229.42
80502917,london_grid_000,2018-05-09 20:00:00,WIND,11.82,1008.01079775209,89.0,36.14,225.21
80502918,london_grid_000,2018-05-09 21:00:00,WIND,11.94,1008.138125,88.0,36.16,229.46
80502919,london_grid_000,2018-05-09 22:00:00,WIND,11.63,1008.85059982247,83.0,32.94,247.12
80502920,london_grid_000,2018-05-09 23:00:00,RAIN,11.08,1009.88648328695,77.0,33.35,273.14
80502921,london_grid_000,2018-05-10 00:00:00,RAIN,10.58,1010.869921875,72.0,37.79,291.24
80502922,london_grid_000,2018-05-10 01:00:00,RAIN,10.33,1011.52730157944,71.0,39.6,296.84
80502923,london_grid_000,2018-05-10 02:00:00,WIND,10.28,1011.99396643808,72.0,38.06,295.86
80502924,london_grid_000,2018-05-10 03:00:00,WIND,10.27,1012.5075,73.0,35.71,292.79
80502925,london_grid_000,2018-05-10 04:00:00,WIND,10.22,1013.24568286441,73.0,34.5,291.59
80502926,london_grid_000,2018-05-10 05:00:00,WIND,10.14,1014.14708383109,73.0,34.02,292.09
80502927,london_grid_000,2018-05-10 06:00:00,WIND,10.14,1015.09046875,72.0,33.39,292.62
80502928,london_grid_000,2018-05-10 07:00:00,CLEAR_DAY,10.26,1015.97750747219,71.0,31.95,291.76
80502929,london_grid_000,2018-05-10 08:00:00,CLEAR_DAY,10.47,1016.80148585328,70.0,29.95,289.19
80502930,london_grid_000,2018-05-10 09:00:00,CLEAR_DAY,10.74,1017.57859375,69.0,27.94,284.88
80502931,london_grid_000,2018-05-10 10:00:00,CLEAR_DAY,11.02,1018.31009743201,68.0,26.39,278.95
80502932,london_grid_000,2018-05-10 11:00:00,CLEAR_DAY,11.29,1018.9375688206,68.0,25.38,271.8
80502933,london_grid_000,2018-05-10 12:00:00,CLEAR_DAY,11.54,1019.38765625,68.0,24.82,263.89
80502934,london_grid_000,2018-05-10 13:00:00,CLEAR_DAY,11.75,1019.62243844793,69.0,24.63,255.77
80502935,london_grid_000,2018-05-10 14:00:00,CLEAR_DAY,11.91,1019.74571571617,70.0,24.71,248.53
80502936,london_grid_000,2018-05-10 15:00:00,CLEAR_DAY,12.0,1019.89671875,72.0,24.83,243.23
80502937,london_grid_000,2018-05-10 16:00:00,CLEAR_DAY,12.02,1020.17777030405,73.0,24.67,240.43
80502938,london_grid_000,2018-05-10 17:00:00,CLEAR_DAY,11.97,1020.54356137029,74.0,24.05,239.2
80502939,london_grid_000,2018-05-10 18:00:00,CLEAR_DAY,11.87,1020.911875,75.0,22.95,238.28
80502940,london_grid_000,2018-05-10 19:00:00,CLEAR_DAY,11.72,1021.21075984974,76.0,21.36,236.48
80502941,london_grid_000,2018-05-10 20:00:00,CLEAR_NIGHT,11.57,1021.40932699712,75.0,19.29,233.06
80502942,london_grid_000,2018-05-10 21:00:00,CLEAR_NIGHT,11.44,1021.486953125,75.0,16.81,226.97
80502943,london_grid_000,2018-05-10 22:00:00,CLEAR_NIGHT,11.35,1021.42375916271,73.0,14.28,216.15
80502944,london_grid_000,2018-05-10 23:00:00,CLEAR_NIGHT,11.3,1021.20284302548,72.0,12.89,198.62
80502969,london_grid_001,2018-05-09 00:00:00,CLEAR_NIGHT,9.76,1010.97984375,86.0,17.2,303.72
80502970,london_grid_001,2018-05-09 01:00:00,PARTLY_CLOUDY_NIGHT,9.67,1010.78031932602,86.0,16.38,301.74
80502971,london_grid_001,2018-05-09 02:00:00,PARTLY_CLOUDY_NIGHT,9.55,1010.56601376239,86.0,15.43,298.1
80502972,london_grid_001,2018-05-09 03:00:00,CLOUDY,9.44,1010.393203125,86.0,14.76,294.86
80502973,london_grid_001,2018-05-09 04:00:00,CLOUDY,9.35,1010.29789375088,86.0,14.52,293.93
80502974,london_grid_001,2018-05-09 05:00:00,CLOUDY,9.42,1010.23501306163,86.0,14.27,293.88
80502975,london_grid_001,2018-05-09 06:00:00,CLOUDY,9.76,1010.13921875,85.0,13.47,292.15
80502976,london_grid_001,2018-05-09 07:00:00,CLOUDY,10.45,1009.96645578621,82.0,11.93,285.47
80502977,london_grid_001,2018-05-09 08:00:00,CLOUDY,11.26,1009.75781825036,80.0,10.92,271.16
80502978,london_grid_001,2018-05-09 09:00:00,CLOUDY,11.92,1009.5756875,78.0,12.23,253.38
80502979,london_grid_001,2018-05-09 10:00:00,CLOUDY,12.22,1009.45631666909,76.0,16.4,242.49
80502980,london_grid_001,2018-05-09 11:00:00,CLOUDY,12.25,1009.33144599712,76.0,21.8,238.76
80502981,london_grid_001,2018-05-09 12:00:00,CLOUDY,12.2,1009.1066875,76.0,26.74,238.71
80502982,london_grid_001,2018-05-09 13:00:00,CLOUDY,12.19,1008.72616584762,77.0,30.08,240.58
80502983,london_grid_001,2018-05-09 14:00:00,CLOUDY,12.16,1008.28805632596,79.0,31.64,242.96
80502984,london_grid_001,2018-05-09 15:00:00,CLOUDY,11.98,1007.929046875,81.0,31.38,244.79
80502985,london_grid_001,2018-05-09 16:00:00,CLOUDY,11.59,1007.73896207005,83.0,29.49,245.06
80502986,london_grid_001,2018-05-09 17:00:00,CLOUDY,11.17,1007.62017302774,85.0,27.27,242.63
80502987,london_grid_001,2018-05-09 18:00:00,RAIN,10.96,1007.4281875,87.0,26.51,236.4
80502988,london_grid_001,2018-05-09 19:00:00,CLOUDY,11.12,1007.09230589532,89.0,28.56,228.3
80502989,london_grid_001,2018-05-09 20:00:00,CLOUDY,11.38,1006.83699924828,90.0,31.32,224.39
80502990,london_grid_001,2018-05-09 21:00:00,CLOUDY,11.4,1006.96053125,89.0,31.4,228.46
80502991,london_grid_001,2018-05-09 22:00:00,RAIN,10.93,1007.65159270516,86.0,28.37,245.09
80502992,london_grid_001,2018-05-09 23:00:00,RAIN,10.19,1008.66058287266,81.0,27.9,270.51
80502993,london_grid_001,2018-05-10 00:00:00,RAIN,9.48,1009.628328125,78.0,30.98,289.18
80502994,london_grid_001,2018-05-10 01:00:00,RAIN,9.06,1010.29286726554,77.0,32.36,295.12
80502995,london_grid_001,2018-05-10 02:00:00,PARTLY_CLOUDY_NIGHT,8.87,1010.78108882125,77.0,31.17,294.1
80502996,london_grid_001,2018-05-10 03:00:00,CLEAR_NIGHT,8.8,1011.31709375,79.0,29.35,290.86
80502997,london_grid_001,2018-05-10 04:00:00,CLEAR_NIGHT,8.76,1012.06771080213,79.0,28.38,289.53
80502998,london_grid_001,2018-05-10 05:00:00,CLEAR_DAY,8.83,1012.97067989789,78.0,28.07,290.01
80502999,london_grid_001,2018-05-10 06:00:00,CLEAR_DAY,9.1,1013.90646875,77.0,27.88,290.66
80503000,london_grid_001,2018-05-10 07:00:00,CLEAR_DAY,9.64,1014.77856498891,74.0,27.4,290.11
80503001,london_grid_001,2018-05-10 08:00:00,CLEAR_DAY,10.32,1015.5825359159,71.0,26.6,288.11
80503002,london_grid_001,2018-05-10 09:00:00,CLEAR_DAY,10.98,1016.33696875,69.0,25.6,284.66
80503003,london_grid_001,2018-05-10 10:00:00,CLEAR_DAY,11.49,1017.04585563114,67.0,24.58,279.79
80503004,london_grid_001,2018-05-10 11:00:00,CLEAR_DAY,11.86,1017.65480838295,67.0,23.66,273.8
80503005,london_grid_001,2018-05-10 12:00:00,CLEAR_DAY,12.14,1018.09484375,66.0,22.94,267.17
80503006,london_grid_001,2018-05-10 13:00:00,CLEAR_DAY,12.36,1018.33121271803,66.0,22.41,260.5
80503007,london_grid_001,2018-05-10 14:00:00,CLEAR_DAY,12.52,1018.46610323749,67.0,21.98,254.27
80503008,london_grid_001,2018-05-10 15:00:00,CLEAR_DAY,12.6,1018.6359375,68.0,21.49,248.89
80503009,london_grid_001,2018-05-10 16:00:00,CLEAR_DAY,12.58,1018.94041733934,70.0,20.79,244.56
80503010,london_grid_001,2018-05-10 17:00:00,CLEAR_DAY,12.42,1019.33236315785,73.0,19.86,240.96
80503011,london_grid_001,2018-05-10 18:00:00,CLEAR_DAY,12.05,1019.727875,75.0,18.8,237.69
80503012,london_grid_001,2018-05-10 19:00:00,CLEAR_DAY,11.48,1020.05305831812,77.0,17.66,234.35
80503013,london_grid_001,2018-05-10 20:00:00,CLEAR_NIGHT,10.83,1020.27404019593,79.0,16.28,230.28
80503014,london_grid_001,2018-05-10 21:00:00,CLEAR_NIGHT,10.3,1020.366953125,79.0,14.51,224.26
80503015,london_grid_001,2018-05-10 22:00:00,CLEAR_NIGHT,10.01,1020.31047265205,79.0,12.48,214.06
80503016,london_grid_001,2018-05-10 23:00:00,CLEAR_NIGHT,9.91,1020.09344654452,78.0,11.2,197.49
80503041,london_grid_002,2018-05-09 00:00:00,CLEAR_NIGHT,8.57,1009.86625,90.0,14.49,302.4
80503042,london_grid_002,2018-05-09 01:00:00,PARTLY_CLOUDY_NIGHT,8.49,1009.67248511479,89.0,13.81,301.16
80503043,london_grid_002,2018-05-09 02:00:00,PARTLY_CLOUDY_NIGHT,8.35,1009.4628015773,89.0,12.94,297.61
80503044,london_grid_002,2018-05-09 03:00:00,CLOUDY,8.23,1009.292421875,89.0,12.29,294.22
80503045,london_grid_002,2018-05-09 04:00:00,CLOUDY,8.21,1009.1961939804,89.0,12.01,293.33
80503046,london_grid_002,2018-05-09 05:00:00,CLOUDY,8.43,1009.12746780617,89.0,11.76,293.37
80503047,london_grid_002,2018-05-09 06:00:00,CLOUDY,9.08,1009.01921875,87.0,11.06,291.35
80503048,london_grid_002,2018-05-09 07:00:00,CLOUDY,10.23,1008.82634023674,83.0,9.8,283.45
80503049,london_grid_002,2018-05-09 08:00:00,CLOUDY,11.54,1008.59139779987,79.0,9.17,266.86
80503050,london_grid_002,2018-05-09 09:00:00,CLOUDY,12.6,1008.378875,76.0,10.79,247.75
80503051,london_grid_002,2018-05-09 10:00:00,CLOUDY,13.08,1008.22826335966,74.0,14.97,237.08
80503052,london_grid_002,2018-05-09 11:00:00,CLOUDY,13.11,1008.07908624898,73.0,20.14,233.88
80503053,london_grid_002,2018-05-09 12:00:00,CLOUDY,12.96,1007.845875,73.0,24.82,234.48
80503054,london_grid_002,2018-05-09 13:00:00,CLOUDY,12.8,1007.47791940333,75.0,27.99,237.19
80503055,london_grid_002,2018-05-09 14:00:00,CLOUDY,12.6,1007.06354308386,77.0,29.42,240.37
80503056,london_grid_002,2018-05-09 15:00:00,CLOUDY,12.22,1006.725828125,79.0,28.95,242.76
80503057,london_grid_002,2018-05-09 16:00:00,CLOUDY,11.63,1006.5446828696,82.0,26.65,243.2
80503058,london_grid_002,2018-05-09 17:00:00,CLOUDY,11.03,1006.42732069801,85.0,23.89,240.72
80503059,london_grid_002,2018-05-09 18:00:00,RAIN,10.68,1006.23778125,88.0,22.6,234.48
80503060,london_grid_002,2018-05-09 19:00:00,CLOUDY,10.75,1005.91071312291,91.0,24.13,226.77
80503061,london_grid_002,2018-05-09 20:00:00,CLOUDY,10.94,1005.66320074447,92.0,26.5,223.27
80503062,london_grid_002,2018-05-09 21:00:00,CLOUDY,10.86,1005.7829375,91.0,26.66,227.11
80503063,london_grid_002,2018-05-09 22:00:00,RAIN,10.24,1006.45258558784,89.0,23.86,242.29
80503064,london_grid_002,2018-05-09 23:00:00,RAIN,9.3,1007.43468245838,86.0,22.54,266.62
80503065,london_grid_002,2018-05-10 00:00:00,RAIN,8.39,1008.386734375,83.0,24.24,285.97
80503066,london_grid_002,2018-05-10 01:00:00,RAIN,7.79,1009.05843295164,83.0,25.15,292.41
80503067,london_grid_002,2018-05-10 02:00:00,PARTLY_CLOUDY_NIGHT,7.47,1009.56821120442,83.0,24.32,291.35
80503068,london_grid_002,2018-05-10 03:00:00,CLEAR_NIGHT,7.33,1010.1266875,84.0,23.03,287.86
80503069,london_grid_002,2018-05-10 04:00:00,CLEAR_NIGHT,7.31,1010.88973873985,85.0,22.32,286.34
80503070,london_grid_002,2018-05-10 05:00:00,CLEAR_DAY,7.51,1011.79427596468,84.0,22.16,286.81
80503071,london_grid_002,2018-05-10 06:00:00,CLEAR_DAY,8.06,1012.72246875,82.0,22.41,287.73
80503072,london_grid_002,2018-05-10 07:00:00,CLEAR_DAY,9.02,1013.57962250562,78.0,22.87,287.79
80503073,london_grid_002,2018-05-10 08:00:00,CLEAR_DAY,10.16,1014.36358597852,73.0,23.25,286.71
80503074,london_grid_002,2018-05-10 09:00:00,CLEAR_DAY,11.22,1015.09534375,69.0,23.27,284.41
80503075,london_grid_002,2018-05-10 10:00:00,CLEAR_DAY,11.96,1015.78161383027,66.0,22.77,280.76
80503076,london_grid_002,2018-05-10 11:00:00,CLEAR_DAY,12.43,1016.3720479453,65.0,21.98,276.1
80503077,london_grid_002,2018-05-10 12:00:00,CLEAR_DAY,12.74,1016.80203125,65.0,21.14,271.03
80503078,london_grid_002,2018-05-10 13:00:00,CLEAR_DAY,12.97,1017.03998698813,64.0,20.38,266.21
80503079,london_grid_002,2018-05-10 14:00:00,RAIN,13.13,1017.18649075881,64.0,19.54,261.54
80503080,london_grid_002,2018-05-10 15:00:00,RAIN,13.2,1017.37515625,65.0,18.44,256.52
80503081,london_grid_002,2018-05-10 16:00:00,RAIN,13.14,1017.70306437463,68.0,17.06,250.53
80503082,london_grid_002,2018-05-10 17:00:00,RAIN,12.86,1018.12116494541,71.0,15.7,243.65
80503083,london_grid_002,2018-05-10 18:00:00,RAIN,12.24,1018.543875,75.0,14.66,236.77
80503084,london_grid_002,2018-05-10 19:00:00,CLEAR_DAY,11.23,1018.8953567865,79.0,14.0,231.11
80503085,london_grid_002,2018-05-10 20:00:00,CLEAR_NIGHT,10.09,1019.13875339475,82.0,13.33,226.25
80503086,london_grid_002,2018-05-10 21:00:00,CLEAR_NIGHT,9.16,1019.246953125,84.0,12.25,220.55
80503087,london_grid_002,2018-05-10 22:00:00,CLEAR_NIGHT,8.67,1019.1971861414,84.0,10.7,211.28
80503088,london_grid_002,2018-05-10 23:00:00,CLEAR_NIGHT,8.52,1018.98405006356,83.0,9.52,195.95
80503113,london_grid_003,2018-05-09 00:00:00,CLEAR_NIGHT,7.69,1007.101453125,93.0,12.89,300.36
80503114,london_grid_003,2018-05-09 01:00:00,PARTLY_CLOUDY_NIGHT,7.6,1006.91117582742,92.0,12.27,299.78
80503115,london_grid_003,2018-05-09 02:00:00,PARTLY_CLOUDY_NIGHT,7.44,1006.70208732486,92.0,11.43,296.31
80503116,london_grid_003,2018-05-09 03:00:00,CLOUDY,7.3,1006.530828125,92.0,10.78,292.67
80503117,london_grid_003,2018-05-09 04:00:00,CLOUDY,7.29,1006.4330904654,92.0,10.49,291.59
80503118,london_grid_003,2018-05-09 05:00:00,CLOUDY,7.6,1006.36077350309,91.0,10.24,291.5
80503119,london_grid_003,2018-05-09 06:00:00,CLOUDY,8.44,1006.244828125,89.0,9.65,289.26
80503120,london_grid_003,2018-05-09 07:00:00,CLOUDY,9.9,1006.03838823692,84.0,8.62,280.85
80503121,london_grid_003,2018-05-09 08:00:00,CLOUDY,11.56,1005.78331982018,79.0,8.21,263.48
80503122,london_grid_003,2018-05-09 09:00:00,CLOUDY,12.92,1005.543671875,74.0,9.89,243.85
80503123,london_grid_003,2018-05-09 10:00:00,CLOUDY,13.57,1005.36050589249,72.0,13.91,232.89
80503124,london_grid_003,2018-05-09 11:00:00,CLOUDY,13.66,1005.1829333273,71.0,18.84,229.63
80503125,london_grid_003,2018-05-09 12:00:00,CLOUDY,13.46,1004.937078125,72.0,23.29,230.5
80503126,london_grid_003,2018-05-09 13:00:00,CLOUDY,13.19,1004.57944814684,73.0,26.33,233.8
80503127,london_grid_003,2018-05-09 14:00:00,CLOUDY,12.84,1004.18808691691,76.0,27.7,237.61
80503128,london_grid_003,2018-05-09 15:00:00,CLOUDY,12.3,1003.871421875,79.0,27.12,240.38
80503129,london_grid_003,2018-05-09 16:00:00,CLOUDY,11.56,1003.6987067285,83.0,24.52,240.79
80503130,london_grid_003,2018-05-09 17:00:00,CLOUDY,10.82,1003.58250025508,86.0,21.36,238.05
80503131,london_grid_003,2018-05-09 18:00:00,RAIN,10.36,1003.3961875,90.0,19.66,231.61
80503132,london_grid_003,2018-05-09 19:00:00,CLOUDY,10.33,1003.08019311048,92.0,20.77,224.31
80503133,london_grid_003,2018-05-09 20:00:00,CLOUDY,10.43,1002.8431001415,93.0,22.8,221.39
80503134,london_grid_003,2018-05-09 21:00:00,CLOUDY,10.27,1002.96053125,93.0,22.96,225.27
80503135,london_grid_003,2018-05-09 22:00:00,RAIN,9.58,1003.60790682496,91.0,20.39,239.51
80503136,london_grid_003,2018-05-09 23:00:00,RAIN,8.55,1004.55983818355,89.0,18.7,262.96
80503137,london_grid_003,2018-05-10 00:00:00,RAIN,7.53,1005.490734375,88.0,19.56,282.73
80503138,london_grid_003,2018-05-10 01:00:00,RAIN,6.79,1006.16234452024,87.0,20.19,289.46
80503139,london_grid_003,2018-05-10 02:00:00,PARTLY_CLOUDY_NIGHT,6.34,1006.68577802708,88.0,19.59,288.18
80503140,london_grid_003,2018-05-10 03:00:00,CLEAR_NIGHT,6.11,1007.259484375,89.0,18.65,284.27
80503141,london_grid_003,2018-05-10 04:00:00,CLEAR_NIGHT,6.1,1008.02963639036,89.0,18.08,282.39
80503142,london_grid_003,2018-05-10 05:00:00,CLEAR_DAY,6.39,1008.93330028685,89.0,18.03,282.82
80503143,london_grid_003,2018-05-10 06:00:00,CLEAR_DAY,7.14,1009.855265625,86.0,18.61,284.23
80503144,london_grid_003,2018-05-10 07:00:00,CLEAR_DAY,8.39,1010.70306535814,81.0,19.81,285.3
80503145,london_grid_003,2018-05-10 08:00:00,CLEAR_DAY,9.87,1011.47520601072,75.0,21.14,285.49
80503146,london_grid_003,2018-05-10 09:00:00,CLEAR_DAY,11.2,1012.1929375,69.0,22.0,284.52
80503147,london_grid_003,2018-05-10 10:00:00,CLEAR_DAY,12.11,1012.86400784839,66.0,21.99,282.22
80503148,london_grid_003,2018-05-10 11:00:00,CLEAR_DAY,12.65,1013.44215749898,65.0,21.37,279.02
80503149,london_grid_003,2018-05-10 12:00:00,CLEAR_DAY,12.98,1013.867625,64.0,20.53,275.63
80503150,london_grid_003,2018-05-10 13:00:00,RAIN,13.22,1014.11220591032,63.0,19.67,272.76
80503151,london_grid_003,2018-05-10 14:00:00,RAIN,13.38,1014.27392383132,62.0,18.58,270.01
80503152,london_grid_003,2018-05-10 15:00:00,RAIN,13.46,1014.482359375,63.0,16.99,266.38
80503153,london_grid_003,2018-05-10 16:00:00,RAIN,13.41,1014.83109675106,66.0,14.83,260.46
80503154,london_grid_003,2018-05-10 17:00:00,RAIN,13.07,1015.26973455999,70.0,12.68,251.48
80503155,london_grid_003,2018-05-10 18:00:00,RAIN,12.27,1015.711875,75.0,11.21,240.17
80503156,london_grid_003,2018-05-10 19:00:00,RAIN,10.92,1016.08067618267,80.0,10.68,229.64
80503157,london_grid_003,2018-05-10 20:00:00,CLEAR_NIGHT,9.39,1016.33751987316,84.0,10.51,221.25
80503158,london_grid_003,2018-05-10 21:00:00,CLEAR_NIGHT,8.13,1016.45334375,87.0,10.1,213.67
80503159,london_grid_003,2018-05-10 22:00:00,CLEAR_NIGHT,7.51,1016.40495256918,88.0,9.19,204.09
80503160,london_grid_003,2018-05-10 23:00:00,CLEAR_NIGHT,7.34,1016.19261939644,87.0,8.4,190.19
80503185,london_grid_004,2018-05-09 00:00:00,CLEAR_NIGHT,7.12,1002.685453125,94.0,12.42,297.89
80503186,london_grid_004,2018-05-09 01:00:00,PARTLY_CLOUDY_NIGHT,7.01,1002.49639146393,94.0,11.79,297.66
80503187,london_grid_004,2018-05-09 02:00:00,PARTLY_CLOUDY_NIGHT,6.81,1002.28387100508,94.0,10.92,294.21
80503188,london_grid_004,2018-05-09 03:00:00,CLOUDY,6.64,1002.108421875,94.0,10.25,290.26
80503189,london_grid_004,2018-05-09 04:00:00,CLOUDY,6.61,1002.00858320585,94.0,9.96,288.7
80503190,london_grid_004,2018-05-09 05:00:00,CLOUDY,6.93,1001.93493015239,93.0,9.75,288.22
80503191,london_grid_004,2018-05-09 06:00:00,CLOUDY,7.84,1001.816046875,91.0,9.27,285.97
80503192,london_grid_004,2018-05-09 07:00:00,CLOUDY,9.45,1001.60259978673,86.0,8.39,278.3
80503193,london_grid_004,2018-05-09 08:00:00,CLOUDY,11.32,1001.33358431128,80.0,7.99,262.28
80503194,london_grid_004,2018-05-09 09:00:00,CLOUDY,12.88,1001.070078125,74.0,9.43,242.77
80503195,london_grid_004,2018-05-09 10:00:00,CLOUDY,13.69,1000.85304426758,71.0,13.14,230.53
80503196,london_grid_004,2018-05-09 11:00:00,CLOUDY,13.88,1000.6429872321,71.0,17.81,226.36
80503197,london_grid_004,2018-05-09 12:00:00,CLOUDY,13.7,1000.380296875,72.0,22.1,226.98
80503198,london_grid_004,2018-05-09 13:00:00,CLOUDY,13.37,1000.03075207813,73.0,25.09,230.58
80503199,london_grid_004,2018-05-09 14:00:00,CLOUDY,12.89,999.661687825114,75.0,26.48,234.78
80503200,london_grid_004,2018-05-09 15:00:00,CLOUDY,12.22,999.365828125,79.0,25.89,237.74
80503201,london_grid_004,2018-05-09 16:00:00,CLOUDY,11.38,999.201033646747,83.0,23.13,237.92
80503202,london_grid_004,2018-05-09 17:00:00,RAIN,10.55,999.085711698922,88.0,19.72,234.67
80503203,london_grid_004,2018-05-09 18:00:00,RAIN,10.0,998.90340625,92.0,17.73,227.81
80503204,london_grid_004,2018-05-09 19:00:00,RAIN,9.86,998.600745858032,94.0,18.52,220.85
80503205,london_grid_004,2018-05-09 20:00:00,CLOUDY,9.86,998.376697439384,95.0,20.22,218.62
80503206,london_grid_004,2018-05-09 21:00:00,CLOUDY,9.64,998.4933125,95.0,20.32,222.98
80503207,london_grid_004,2018-05-09 22:00:00,RAIN,8.94,999.117556416497,94.0,17.94,237.23
80503208,london_grid_004,2018-05-09 23:00:00,RAIN,7.94,1000.03605004817,92.0,16.27,260.68
80503209,london_grid_004,2018-05-10 00:00:00,RAIN,6.9,1000.940328125,91.0,16.9,280.63
80503210,london_grid_004,2018-05-10 01:00:00,RAIN,6.06,1001.60460197135,90.0,17.43,287.2
80503211,london_grid_004,2018-05-10 02:00:00,RAIN,5.48,1002.13378928922,91.0,16.95,285.42
80503212,london_grid_004,2018-05-10 03:00:00,CLEAR_NIGHT,5.15,1002.715484375,92.0,16.16,280.85
80503213,london_grid_004,2018-05-10 04:00:00,CLEAR_NIGHT,5.11,1003.48740375365,93.0,15.64,278.41
80503214,london_grid_004,2018-05-10 05:00:00,CLEAR_DAY,5.47,1004.38775286439,93.0,15.64,278.73
80503215,london_grid_004,2018-05-10 06:00:00,CLEAR_DAY,6.34,1005.304859375,90.0,16.44,280.78
80503216,london_grid_004,2018-05-10 07:00:00,CLEAR_DAY,7.77,1006.14889354646,84.0,18.18,283.14
80503217,london_grid_004,2018-05-10 08:00:00,CLEAR_DAY,9.43,1006.91739601249,77.0,20.25,284.72
80503218,london_grid_004,2018-05-10 09:00:00,CLEAR_DAY,10.92,1007.62975,71.0,21.8,285.05
80503219,london_grid_004,2018-05-10 10:00:00,CLEAR_DAY,11.92,1008.29303768552,67.0,22.25,284.01
80503220,london_grid_004,2018-05-10 11:00:00,CLEAR_DAY,12.51,1008.865137044,64.0,21.87,282.18
80503221,london_grid_004,2018-05-10 12:00:00,CLEAR_DAY,12.86,1009.291625,63.0,21.11,280.29
80503222,london_grid_004,2018-05-10 13:00:00,RAIN,13.1,1009.54786948461,62.0,20.29,279.02
80503223,london_grid_004,2018-05-10 14:00:00,RAIN,13.27,1009.72840245504,61.0,19.13,278.02
80503224,london_grid_004,2018-05-10 15:00:00,RAIN,13.38,1009.957546875,61.0,17.22,276.46
80503225,london_grid_004,2018-05-10 16:00:00,RAIN,13.38,1010.32451446862,65.0,14.4,273.02
80503226,london_grid_004,2018-05-10 17:00:00,RAIN,13.06,1010.7780720016,69.0,11.25,265.82
80503227,london_grid_004,2018-05-10 18:00:00,RAIN,12.16,1011.231875,75.0,8.71,252.06
80503228,london_grid_004,2018-05-10 19:00:00,CLEAR_DAY,10.56,1011.60901650663,80.0,7.67,232.42
80503229,london_grid_004,2018-05-10 20:00:00,CLEAR_NIGHT,8.72,1011.87033963117,85.0,7.84,214.42
80503230,london_grid_004,2018-05-10 21:00:00,CLEAR_NIGHT,7.23,1011.986125,88.0,8.24,201.49
80503231,london_grid_004,2018-05-10 22:00:00,CLEAR_NIGHT,6.53,1011.93377193539,90.0,8.22,191.03
80503232,london_grid_004,2018-05-10 23:00:00,CLEAR_NIGHT,6.38,1011.71915454316,90.0,8.04,179.85
80503257,london_grid_005,2018-05-09 00:00:00,CLEAR_NIGHT,6.54,998.269453125,96.0,11.98,295.23
80503258,london_grid_005,2018-05-09 01:00:00,PARTLY_CLOUDY_NIGHT,6.41,998.081607100431,96.0,11.33,295.35
80503259,london_grid_005,2018-05-09 02:00:00,PARTLY_CLOUDY_NIGHT,6.19,997.865654685305,95.0,10.43,291.9
80503260,london_grid_005,2018-05-09 03:00:00,CLOUDY,5.98,997.686015625,95.0,9.74,287.6
80503261,london_grid_005,2018-05-09 04:00:00,CLOUDY,5.92,997.58407594631,96.0,9.46,285.49
80503262,london_grid_005,2018-05-09 05:00:00,CLOUDY,6.25,997.509086801688,96.0,9.3,284.62
80503263,london_grid_005,2018-05-09 06:00:00,CLOUDY,7.24,997.387265625,93.0,8.92,282.41
80503264,london_grid_005,2018-05-09 07:00:00,CLOUDY,9.01,997.166811336551,87.0,8.17,275.61
